group	n_subj	prepost	eta_DMN	eta_Vis	eta_LCN	eta_BF	eta_HPF	eta_Th	g	tag
RSC	2	post	-4.496292381870504	-4.9271263054439	-3.5782487878994065	-3.7549510586018466	-4.133103419323357	-3.6918154589983883	0.5568990001873094	90
RSC	2	pre	-4.098751452504372	-5.134496367707545	-3.566774961899738	-3.755105446796028	-3.9539257360964406	-3.6438907993083096	0.5417606678544259	91
RSC	2	post	-3.8782822599216384	-5.06450858408091	-3.5664752746114923	-3.7040378317541007	-3.8059503642880186	-3.6526725340862662	0.49856288518224445	91
RSC	2	pre	-4.065431516997668	-5.090302233793298	-3.562196935926165	-3.8053433943767936	-3.8563552583966936	-3.6419642117558695	0.5045506656169891	92
RSC	2	post	-3.917184236098309	-5.039933603637072	-3.5740101094148597	-3.7550475840665856	-3.8571139063153947	-3.6413727585150273	0.5022395295756203	92
RSC	2	pre	-4.602302794553795	-4.984611151169758	-3.6003240371236993	-4.367268445540447	-4.376852157164593	-3.958516821569326	0.6122647019065156	93
RSC	2	post	-4.310402111131317	-4.876822315916723	-3.59300760347016	-3.7040016553839856	-4.053488887086207	-3.698726186946947	0.4978998856885093	93
RSC	2	pre	-4.507500020825133	-4.929435798100062	-3.5736564957365697	-3.755081906610606	-4.328722029316182	-3.7004940655766703	0.5969954558781215	94
RSC	2	post	-4.094623210478803	-4.836515066575031	-3.5735579996692888	-3.703838431105322	-3.8570165634155273	-3.6473798946458467	0.48763586671984926	94
RSC	2	pre	-4.375157691994492	-4.725780010223389	-3.6532351094849256	-3.7547884668622697	-4.213982343673706	-4.211613178253174	0.49628911821209654	95
RSC	2	post	-3.7782142794862086	-4.964684588568551	-3.568963863411728	-3.7550206865583147	-3.754984524785256	-3.6926025322505405	0.4643050347055708	95
RSC	2	pre	-4.652373518262591	-4.981455909962557	-3.6516308979112275	-4.367439299213643	-4.414400538619684	-3.857290812901088	0.628189398317921	96
RSC	2	post	-4.294226510184152	-4.826906243149115	-3.5769832328874234	-3.7039730792142906	-4.0935562094863585	-3.6517624757727796	0.5017279009429776	96
RSC	2	pre	-3.895121691178302	-5.037065783325507	-3.566610623379143	-3.7041882057579194	-3.80598817552839	-3.6008022074796715	0.48353979903824473	97
RSC	2	post	-3.853425814180958	-5.042961577979886	-3.556520462036133	-3.704111775573419	-3.9588950896749693	-3.6519561981668276	0.46598244564873836	97
RSC	2	pre	-4.113654710808579	-4.981988254858523	-3.594905794883261	-3.755187832579321	-4.01002237261558	-3.650157101300298	0.4851927173380949	98
RSC	2	post	-3.944301911762783	-4.932931389127459	-3.5848370766153144	-3.704328356956949	-3.856536388397217	-3.647555905945447	0.44416942766734535	98
RSC	2	pre	-4.145820238152329	-4.77524792418188	-3.61800919746866	-3.703838723046439	-4.006865880927261	-3.9572084777209224	0.4414891643183572	99
RSC	2	post	-3.8296037498785527	-4.951266527175903	-3.570552533986617	-3.7041549633960336	-3.754788252772117	-3.6477168822775083	0.4613299357647799	99
RSC	2	pre	-3.948077780859811	-4.891455737911925	-3.614177626006457	-3.7550709296245963	-3.7542350730117486	-3.6981274643722846	0.43955945907806865	100
RSC	2	post	-3.854110649653843	-4.9824086403360175	-3.563194819859096	-3.703701919438888	-3.7546750477382114	-3.6507832566086127	0.4271951871258872	100
RSC	2	pre	-4.145214907977046	-5.09998403276716	-3.5699696297548256	-3.754893429425298	-4.000246310720638	-3.7524698218520807	0.5244230336072494	101
RSC	2	post	-3.894944006082963	-4.9365498679024835	-3.572491237095424	-3.704232828957694	-3.704190117972238	-3.64740581901706	0.4861544942369267	101
RSC	2	pre	-4.571275895955611	-4.929039444242205	-3.569392758972791	-3.959203982839779	-4.312662066245566	-3.854224818093436	0.6314166200404264	102
RSC	2	post	-4.255884014830297	-4.877758863020916	-3.574646463199538	-3.7040377198433387	-3.9079245061290506	-3.697311683576934	0.5039529788250826	102
RSC	3	pre	-4.544184509588748	-4.980467008084667	-3.574070862361363	-3.8059981404518592	-4.22006708261918	-3.8067799490325305	0.631957127123463	103
RSC	3	post	-4.227283234498938	-5.032369472542587	-3.5791987740263647	-3.704108320936865	-3.856696741921561	-3.6507139789814853	0.5110764953554894	103
RSC	3	pre	-4.1569986246070085	-4.937883819852557	-3.6143354104489696	-3.7040766307285855	-4.201278788702829	-3.754184849408208	0.46574148535728455	104
RSC	3	post	-3.8047345219826214	-4.923925545750832	-3.564115514560622	-3.703758731180308	-3.754895443819007	-3.64725923538208	0.45456572089876446	104
RSC	3	pre	-3.886091874570263	-4.92760215486799	-3.5987510875779756	-3.7041981560843333	-4.010508829233598	-3.7522290580126705	0.45937520691326683	105
RSC	3	post	-3.785691212634651	-4.898397796008052	-3.5706678263995113	-3.704190122837923	-3.8570327758789062	-3.6445701949450435	0.44760894775390625	105
RSC	3	pre	-4.086780012870322	-5.119088513510568	-3.5680566369270794	-3.7553211231620947	-3.9566546362273547	-3.747965841877217	0.5186466422616218	106
RSC	3	post	-3.9322462422507147	-4.989848535888049	-3.5645661305408085	-3.704011007231109	-3.857424395424979	-3.6871713278244953	0.468782047836148	106
RSC	3	pre	-3.8701146622093354	-4.997962105030917	-3.584754092352731	-3.7039716000459633	-3.9080588817596436	-3.674486899862484	0.48903124916310214	107
RSC	3	post	-3.807079942858949	-5.0416935414684065	-3.5627352510179793	-3.704115629196167	-3.703568628856114	-3.6500567027500694	0.4756503117327787	107
RSC	3	pre	-4.350659895916374	-4.725505746140772	-3.6084411874109383	-3.7551301936714014	-4.159823281424386	-3.9056522359653396	0.5097054370812008	108
RSC	3	post	-3.9264505931309293	-4.944841180528913	-3.568831069128854	-3.7040752099484813	-3.8565786225455145	-3.6501933409243215	0.47773353116852896	108
RSC	3	pre	-4.3222439629690985	-4.78066383089338	-3.6213309132322973	-3.9080244619019178	-4.264313230709154	-3.8934538607694664	0.5075964672224862	109
RSC	3	post	-3.808016757575833	-5.0431011598937365	-3.589632423556581	-3.7041125589487502	-3.8061132431030273	-3.65209403329966	0.47454758627074106	109
RSC	3	pre	-4.1419006561746405	-4.9288875716073175	-3.560335499899728	-3.7046091751176484	-3.855054037911551	-3.700017505762528	0.5281079447999293	110
RSC	3	post	-3.8962843028866514	-5.0537114094714735	-3.565286427128072	-3.704155308859689	-3.7544990753640937	-3.635441507611956	0.48927929571696693	110
RSC	3	pre	-4.191476101777991	-4.884999654730972	-3.6122904310421067	-3.7550096025272293	-4.006220024459216	-3.7315456818561166	0.535156363127183	111
RSC	3	post	-3.9941893305097307	-4.984048434666224	-3.5647813203383465	-3.7043176816434276	-3.7551408397908115	-3.6514461867663326	0.4894134998321533	111
RSC	3	pre	-4.0844093780128325	-4.986160151812495	-3.5767896272698225	-3.7553637368338446	-4.007683427966371	-3.635679751026387	0.48076432821701987	112
RSC	3	post	-3.929852252103845	-4.843501952229714	-3.6019368171691895	-3.7041737011500766	-3.7548524895492865	-3.6424026391944104	0.4615977114560653	112
RSC	3	pre	-4.289812632969447	-5.034338484005052	-3.567588110359347	-3.755537003886943	-4.149416952717061	-3.751835910641417	0.5413259377284926	113
RSC	3	post	-3.8497859215249823	-4.883155618395124	-3.5729552823670057	-3.7041011537824358	-3.8058711995883865	-3.6504920745382505	0.437589134488787	113
RSC	3	pre	-4.259880951472692	-4.9824555650049325	-3.566986118044172	-3.7554133862865213	-3.9581124441964284	-3.6982638738593274	0.5283821821212769	114
RSC	3	post	-3.9477821466874103	-4.983553545815604	-3.5717705901788204	-3.7040166514260426	-3.806225032222514	-3.6452060426984514	0.4918121014322553	114
RSC	3	pre	-4.001322371619088	-4.9329505647931775	-3.5663099483567837	-3.7549933997952207	-3.754167060462796	-3.6020258494785855	0.49566879686044185	115
RSC	3	post	-3.9321605137416293	-5.015657405464017	-3.563114711216518	-3.7549092623652243	-3.7039355258552398	-3.6481169778473523	0.497755694146059	115
RSC	3	pre	-4.005316924075691	-5.008381308341513	-3.564298547044092	-3.755081390847965	-3.752984893565275	-3.7590727416836485	0.46109697648457115	116
RSC	3	post	-3.8412875642581863	-4.979550205931371	-3.5635795204006895	-3.704162821477773	-3.805990987894486	-3.6386967873086733	0.47676169385715406	116
RSC	3	pre	-4.517002251683449	-4.927250623703003	-3.5682938001593767	-3.9592309095421614	-4.242355589963952	-3.7025734989010557	0.6332455502480877	117
RSC	3	post	-4.3186710221426825	-4.881123737413056	-3.5757764699507733	-3.7551420562121334	-4.09308663679629	-3.7010549136570523	0.5090037286281586	117
RSC	3	pre	-4.231653451919556	-5.039518288203649	-3.569826515353456	-3.7550762429529305	-3.857144151415144	-3.703230312892369	0.5066424225057875	118
RSC	3	post	-3.778255365332779	-4.9798414755840685	-3.5691753309600207	-3.703980187980496	-3.857119628361293	-3.650157149957151	0.4639372010620273	118
RSC	3	pre	-4.442172595432826	-5.030417826710915	-3.570207493645804	-3.8061724341645533	-4.181204966136387	-3.7017082535490697	0.5915267832425176	119
RSC	3	post	-4.129383169874853	-5.047530086673036	-3.571659175717101	-3.755196834097103	-4.010084088967771	-3.6521605180234324	0.5225937475963515	119
RSC	3	pre	-3.913801431655884	-4.964410645621164	-3.5723693614103356	-3.704048764948942	-3.8567124775477817	-3.7152138729484716	0.4475291827503516	120
RSC	3	post	-3.897490073223503	-4.980423975963982	-3.5698769919726314	-3.755151145312251	-3.7552549887676627	-3.6531510839656907	0.47797535998480656	120
RSC	3	pre	-4.134666851588658	-4.941624096461705	-3.584315601660281	-3.7551605360848566	-3.958785086261983	-3.641576299861986	0.5082314999736085	121
RSC	3	post	-3.922691598230479	-5.097716905632797	-3.5647062671427823	-3.7042352082777996	-3.8060058622944113	-3.6607344685768592	0.488207003899983	121
RSC	3	pre	-4.034698963165283	-4.929176466805594	-3.5993105343409946	-3.704110033658086	-3.9078666969221465	-3.6488653299759846	0.48748797056626303	122
RSC	3	post	-3.850496749488675	-4.986798052885094	-3.560900357304787	-3.704102253427311	-3.755242873211296	-3.646064719375299	0.4651429215256049	122
RSC	3	pre	-4.1800665855407715	-5.111525272836491	-3.566313004007145	-3.8063682244748485	-4.109641016746053	-3.6965689367177537	0.52881351660709	123
RSC	3	post	-3.9860876531017073	-4.993224095325081	-3.5730740002223422	-3.704089870258253	-3.7555847751850986	-3.652942492037403	0.5083547112893085	123
RSC	3	pre	-4.511290024737923	-5.086291167200828	-3.5657792577938157	-3.7552071396185425	-4.157809904643468	-3.747949522368762	0.6173374196704553	124
RSC	3	post	-4.133579127642573	-5.034390877704231	-3.5684477942330495	-3.7042039073243433	-4.009131261280604	-3.7025738881558787	0.5149975978598302	124
RSC	3	pre	-3.943100880603401	-4.8772431003804115	-3.581946849822998	-3.703515427453177	-3.857235840388707	-3.6984892913273404	0.4742095433935827	125
RSC	3	post	-3.8693923804224752	-4.941357374191284	-3.567686309619826	-3.704218334081222	-3.7550485085467904	-3.6504025361975843	0.46143701976659346	125
RSC	3	pre	-4.025863297131597	-4.989111841941367	-3.5677725490258663	-3.7552683888649456	-3.85664633342198	-3.641247642283537	0.4895646839725728	126
RSC	3	post	-3.82914577698221	-5.009108348768585	-3.5633846253764876	-3.7552045316112284	-3.7551326849022693	-3.6495901613819353	0.46990240471703665	126
RSC	3	pre	-4.5034656184060236	-5.0305377561218885	-3.592968585539837	-3.755057607378278	-4.244235773475802	-3.8013925746995576	0.6158593424728939	127
RSC	3	post	-3.9522721767425537	-5.058536446824366	-3.57734185822156	-3.7038717610495433	-3.9588091616727867	-3.6509555407932823	0.5027879513039881	127
RSC	3	pre	-4.173696318451239	-4.936830452510289	-3.571725232260568	-3.755081390847965	-4.005124826820529	-3.8025877816336497	0.4738878054278237	128
RSC	3	post	-3.7595967857205137	-4.983127798352923	-3.5660361562456404	-3.704081423428594	-3.8061384716812445	-3.6500663368069395	0.45525674309049335	128
RSC	3	pre	-4.361869359502987	-4.775702427844612	-3.5746270345181834	-3.75513286979831	-4.112418306117155	-3.8001248203978246	0.5659402365587196	129
RSC	3	post	-4.033196945579684	-4.982930494814503	-3.573932633108022	-3.7040578589147453	-3.806012538014626	-3.6441600760635064	0.5147996629987445	129
RSC	3	pre	-4.200993897963543	-4.979935782296317	-3.6073624260571537	-3.703918510553788	-4.010551948936618	-3.7429817258095257	0.5175764268758345	130
RSC	3	post	-3.815049731001562	-5.030907110292084	-3.5836695651618804	-3.7549487230729084	-3.9081620342877446	-3.6452492597151775	0.45653675709451946	130
RSC	3	pre	-4.070727280208043	-4.9304377010890414	-3.5831094517999764	-3.7039228896705474	-3.8557399341038296	-3.651666076815858	0.49585534723437563	131
RSC	3	post	-3.930528232029506	-4.9422831535339355	-3.5695828807597256	-3.754592768999995	-3.8062632959716174	-3.7040640334693755	0.46086152110780987	131
RSC	3	pre	-4.070073147209323	-4.945326157978602	-3.5693270722214057	-3.755274247150032	-3.9081386157444546	-3.6468924600250867	0.4894328391065403	132
RSC	3	post	-3.94396263239335	-5.096803392682757	-3.5602625194860966	-3.7040601019956627	-3.8561862536839078	-3.6429239779102556	0.49833280091383014	132
RSC	5	pre	-4.439395885078275	-5.038428554729539	-3.5742396724467373	-3.8572235788617815	-4.1451193848434755	-3.704115750838299	0.5805480693067824	133
RSC	5	post	-4.060946274776848	-5.033669739353414	-3.5764517735461796	-3.7040456947015254	-3.906486350662854	-3.6525061860376473	0.4796472045840049	133
RSC	5	pre	-4.254600388663156	-4.9839514810211805	-3.586328915187291	-3.754961305735063	-4.096725663360284	-3.800900882604171	0.49559904969468405	134
RSC	5	post	-3.9264770575932095	-4.944601399557931	-3.568761338992995	-3.7040596202928193	-3.857086930956159	-3.6406999120906907	0.4717325434392813	134
RSC	5	pre	-4.437413449190101	-4.9797850725602135	-3.5734496359922447	-3.857302938188825	-4.399516086189115	-3.754727061913938	0.572396525314876	135
RSC	5	post	-3.986832677101602	-4.948850631713867	-3.580207873363884	-3.704112622202659	-3.755313338065634	-3.642315922951212	0.46381507357772517	135
RSC	5	pre	-4.367327690124512	-4.928877013070243	-3.622136281461132	-3.806070848387115	-4.136148365176454	-3.7992499020634867	0.5406092022146498	136
RSC	5	post	-3.956593552414252	-5.015427647804727	-3.5700051735858525	-3.7042956449547595	-3.856747354779925	-3.6513081764688295	0.4579010265214103	136
RSC	5	pre	-4.278056577760346	-4.935477290834699	-3.5772456928175327	-3.7552668123829123	-4.209981441497803	-3.6984151090894426	0.571234197032695	137
RSC	5	post	-3.9966223191241825	-4.979698901273766	-3.573701440071573	-3.7551581421676947	-3.7040351069703394	-3.640108254491066	0.5045893508560804	137
RSC	5	pre	-4.344303199223109	-4.826050091762932	-3.5751401210317804	-3.755171016770966	-4.180731160300119	-3.85652528490339	0.5316025310633133	138
RSC	5	post	-3.931127674725591	-4.94319122178214	-3.5697096269957873	-3.704073278271422	-3.755463473650874	-3.6479606725731677	0.45523925825041167	138
RSC	5	pre	-4.4531718565493215	-4.877773440614039	-3.6125148169848385	-3.8060245854513988	-4.312602140465561	-3.9575537954057967	0.5648576094179737	139
RSC	5	post	-3.9559595244271413	-4.958966425486973	-3.578984353007103	-3.703846099425335	-3.908093428125187	-3.648429860874098	0.46910842705746086	139
RSC	5	pre	-4.0772488603786545	-4.9352794374738425	-3.578922787491156	-3.7552020111862494	-3.8558836664472307	-3.643793057422249	0.4830139194216047	140
RSC	5	post	-3.8068941758603465	-5.084061466917699	-3.5646884295405172	-3.704155376979283	-3.806188933703364	-3.630828876884616	0.4745616049182658	140
RSC	5	pre	-4.192397331704899	-5.032420985552729	-3.571261838990815	-3.704533868906449	-3.9578966899793975	-3.68342755765331	0.5170745946923081	141
RSC	5	post	-3.9255584405393016	-4.980009594742133	-3.569785395447089	-3.7551611783553143	-3.7551296876401317	-3.641412219222711	0.47785077046374885	141
RSC	5	pre	-4.174976183443653	-5.031164728865331	-3.569195640330412	-3.7040310003319568	-3.9560820229199467	-3.6475563730512346	0.5048789169107164	142
RSC	5	post	-3.840415156617457	-4.987561994669389	-3.595582271108822	-3.704035131298766	-3.857185500008719	-3.646428108215332	0.47755586614414136	142
RSC	5	pre	-4.161161909298021	-5.0892066760939	-3.564227444784982	-3.704082197072555	-3.9584276919462242	-3.647263984290921	0.5309929020550787	143
RSC	5	post	-3.9186518143634403	-4.996467561137919	-3.565033450418589	-3.703744659618456	-3.7548549905115243	-3.636439488858593	0.502807161637715	143
RSC	5	pre	-4.025933061327253	-4.936744349343436	-3.600951593749377	-3.7037108820311877	-3.9081372241584624	-3.6944938095248476	0.45831176577782146	144
RSC	5	post	-3.848090891935388	-5.031528526422929	-3.572772293674703	-3.805842959150976	-3.9080095826363075	-3.6280504148833606	0.4480115728718894	144
RSC	5	pre	-4.179617507117135	-5.041213390778522	-3.573256166613832	-3.755132324841558	-4.096654619489398	-3.7538133348737444	0.482625387152847	145
RSC	5	post	-3.8671760072513504	-4.961416857583182	-3.5692678471000825	-3.7041024334576664	-3.80625091280256	-3.641262677251076	0.4730931581283102	145
RSC	5	pre	-4.2202587468283514	-4.881508632582062	-3.6250113175839793	-3.7040565646424586	-4.1095550546840744	-3.851641314370292	0.49158238269844834	146
RSC	5	post	-3.8472816603524347	-4.991510663713727	-3.5687511210538903	-3.7040784650919387	-3.704001285591904	-3.6450722850098902	0.47588761363710674	146
RSC	5	pre	-4.301591464451381	-4.982179914202009	-3.607434759334642	-3.7043947832924977	-4.208733524594988	-3.853560038975307	0.5389944923167326	147
RSC	5	post	-3.8297671055307196	-4.889309007294324	-3.570768132501719	-3.704045913657364	-3.8060644646080175	-3.6424509359865773	0.46243753421063327	147
RSC	5	pre	-4.326414176395961	-4.98004151363762	-3.5828473324678383	-3.7040579367657096	-4.104379011660206	-3.745673422910729	0.5199408640666884	148
RSC	5	post	-3.8974836651159794	-4.989243186250025	-3.5791429938102253	-3.754906196983493	-3.805622251666322	-3.642749796108324	0.44852564651138926	148
RSC	5	pre	-4.468833115636086	-4.93042482648577	-3.5721018606302692	-3.7551493839341767	-4.286558618350905	-3.751221598411093	0.6020350334595661	149
RSC	5	post	-4.124683477440659	-4.982357268430748	-3.5843654749344807	-3.704502752849034	-3.90764628137861	-3.645288963707126	0.5059657607759749	149
RSC	5	pre	-4.102295797698352	-5.032873591598199	-3.5633727482386996	-3.755217883051658	-4.009727828356684	-3.6516146562537366	0.5140278381960732	150
RSC	5	post	-3.9092763881294097	-5.08842167562368	-3.5737078433134117	-3.7041187286376953	-3.704090084348406	-3.6411766713979294	0.4942505943531893	150
RSC	5	pre	-4.259338232935692	-4.925506353378296	-3.5845776431414547	-3.7039879390171597	-3.9076555407777125	-3.7466756275721957	0.49157367190536183	151
RSC	5	post	-3.849390326714029	-5.004158311960649	-3.56710621775413	-3.755070618220738	-3.7551024106084085	-3.652001974534015	0.4820018745198542	151
RSC	5	pre	-4.2510601452418735	-5.032573062546399	-3.5641169596691524	-3.7548913274492537	-4.005648014496784	-3.737742852191536	0.5337911637461915	152
RSC	5	post	-3.907016506000441	-4.962564774921962	-3.5761178658933055	-3.7040495629213295	-3.8571760313851495	-3.636682773122982	0.48377726333481924	152
RSC	5	pre	-4.369484074261724	-4.830103543339943	-3.6198626732339667	-3.7552719797406877	-4.234780759227519	-3.8506874356951033	0.5240646004676819	153
RSC	5	post	-3.865985709793714	-4.990005016326904	-3.5700505996236993	-3.7038993494851247	-3.7041135418171787	-3.6530543054853166	0.46069377174182813	153
RSC	5	pre	-4.095181640313596	-4.984262203683659	-3.571836841349699	-3.7038682188306535	-3.9043834306755842	-3.805004752412134	0.46050094220103055	154
RSC	5	post	-3.8677748660652007	-4.987453674783512	-3.57665161697232	-3.7549295814669863	-3.7551325583944513	-3.647343791261011	0.46743475965091164	154
RSC	5	pre	-4.319822978000252	-4.97917619043467	-3.5800940455222614	-3.754947243904581	-4.161225669238032	-3.7040316961249524	0.5160098544188908	155
RSC	5	post	-3.897445021843424	-4.944584948675973	-3.57088794027056	-3.754886344987519	-3.7039813946704476	-3.6460429016424687	0.46349156328610014	155
RSC	5	pre	-3.9980444810828386	-5.05314225080062	-3.5764925966457444	-3.7549167652519384	-3.703746031741707	-3.6397203717912947	0.47213341386950747	156
RSC	5	post	-3.8367622920445035	-5.049942936216082	-3.5670168156526527	-3.7037545856164424	-3.7551253863743375	-3.597769158227103	0.4637945257887548	156
RSC	5	pre	-4.062333627622955	-5.088259901319232	-3.5708353130184873	-3.755803769948531	-4.010077559218114	-3.693895184263891	0.49730889529598	157
RSC	5	post	-3.9149203251819222	-4.985828234224903	-3.5680654876086177	-3.7550747151277504	-3.754998868825484	-3.6445017055589326	0.47236938500890924	157
RSC	5	pre	-4.568980168323128	-4.826596960729482	-3.6091547304270217	-4.163140783504564	-4.34681849576989	-4.059328711762721	0.6019307174244706	158
RSC	5	post	-4.095080322148848	-4.928952591759818	-3.5951530787409567	-3.7042750728373623	-3.907760036234953	-3.652265013480673	0.4817770147810177	158
RSC	5	pre	-4.317864529940547	-4.8783353299510726	-3.5737221922193254	-3.806051731109619	-4.008186106779137	-3.7033945103080903	0.5401691581521715	159
RSC	5	post	-3.9606795505601533	-4.987244761719996	-3.5749627959971524	-3.7041583985698465	-3.908025697785981	-3.644879954201835	0.47330276455198017	159
RSC	5	pre	-4.301874841962542	-4.9827852735714036	-3.569341080529349	-3.7551922214274502	-4.112200240699613	-3.6892192607023278	0.5350704704012189	160
RSC	5	post	-3.971353701182774	-4.880662762388891	-3.579193742907777	-3.7040576642873337	-3.7550807388461367	-3.6512218105549716	0.4794931399578951	160
RSC	5	pre	-4.4821295738220215	-4.930513381958008	-3.5800689726459733	-3.7550224771305007	-4.047055244445801	-3.6476719914650433	0.5800366657120841	161
RSC	5	post	-4.102226116219345	-4.930059330804007	-3.5701057327036954	-3.7041774331306923	-3.8562256949288503	-3.6445705355430134	0.48002971678364037	161
RSC	5	pre	-4.334647451128278	-4.984387796752307	-3.5802777008134488	-3.8571109090532576	-4.1579983575003485	-3.8008834488537846	0.5314141706544526	162
RSC	5	post	-3.910706077303205	-4.8812524055948066	-3.5753970243492903	-3.7042184411262977	-4.010063361148445	-3.6496265080510355	0.4495488307913955	162
Th	2	pre	-4.53096019978426	-4.942170517785208	-4.364228550268679	-5.921605587005615	-4.151189521867401	-4.521231028498436	0.6960886266766761	163
Th	2	post	-4.525346230487434	-4.954340832574027	-4.619762566624855	-5.786043643951416	-4.080595999347921	-4.417154132103434	0.6905660167032359	163
Th	2	pre	-4.655337469918387	-4.930545840944562	-4.55479250148851	-5.936399031658562	-4.1295104756647225	-4.682764077673153	0.7112962408941619	164
Th	2	post	-4.413216109178505	-4.7279490256796075	-4.8052515351042455	-5.524162331405951	-4.112886895938796	-4.361641718416798	0.6566174273588219	164
Th	2	pre	-4.641951736138791	-4.9787246353772225	-4.61854008265904	-5.869474459667595	-4.21185868613574	-4.701347419193812	0.7399271227875535	165
Th	2	post	-4.236073221479144	-4.83812733085788	-4.855640732512182	-5.957588390428192	-4.148044479136564	-4.4717656544276645	0.6485784005145637	165
Th	2	pre	-4.432949567327694	-4.519311676220018	-4.402475824161452	-5.929617930431755	-4.02329124723162	-4.5264089594081955	0.609006232753092	166
Th	2	post	-4.375836985451834	-4.940276111875262	-4.852125513310336	-5.851547533152055	-4.075970109628171	-4.877542271906016	0.6922953457248454	166
Th	2	pre	-4.40448362486703	-4.735067245911579	-4.6552693503243585	-5.960416842480095	-3.9640120778765	-4.784584473590462	0.6471167796728563	167
Th	2	post	-4.41844163622175	-4.702459111505625	-4.863399817019093	-5.783645357404437	-4.0848952312858735	-4.4691877657053425	0.6591923991028144	167
Th	2	pre	-4.640084441827268	-4.931745767593384	-4.622497003905627	-5.9529648605658085	-4.247040631819744	-4.521158101607342	0.7318635497774397	168
Th	2	post	-4.35017306464059	-4.855433245094455	-4.620388848440988	-5.700819832938058	-4.146271243387339	-4.571912901742118	0.6512703573217198	168
Th	2	pre	-4.645353725978307	-4.729716169590853	-4.438222632116201	-5.7619887955334725	-4.1552862975062155	-4.728128730034342	0.707386178629739	169
Th	2	post	-4.642785364267778	-4.78044758037645	-4.604772665062729	-5.212022917611258	-4.235865797315325	-4.6246302273808695	0.7107589074543544	169
Th	2	pre	-4.647814862582148	-5.138300209629293	-4.394710063934326	-5.925918121727145	-4.177089530594495	-4.7399044328806355	0.7135144374808486	170
Th	2	post	-4.54885179169324	-4.622436494243388	-4.6329005056498005	-5.773012774331229	-4.03910459790911	-4.418311834335327	0.6836484822691704	170
Th	2	pre	-4.60943214260802	-5.195348982908288	-4.448576557392977	-5.8365529118751995	-4.2470391867112145	-4.790205897117148	0.7119888462582413	171
Th	2	post	-4.376765708534085	-4.680877850980175	-4.712105590469983	-5.955309838664775	-4.039953893544722	-4.413929554880882	0.6590066491341104	171
Th	2	pre	-4.498390061514718	-4.879743566318434	-4.363901683262416	-5.867989102188422	-4.097950205510976	-4.42089573217898	0.6565828201722126	172
Th	2	post	-4.567374784119275	-4.877497176734769	-4.691904788114587	-5.946666016870616	-4.106154183952176	-4.62179818931891	0.6880608286176408	172
Th	2	pre	-4.422266819039169	-4.912263763194181	-4.505054921519999	-5.951929024287632	-4.100694101683947	-4.9972644630743535	0.6527150334144125	173
Th	2	post	-4.544388673743423	-4.677636195202263	-4.71255408987707	-5.9597974407429595	-4.048690883480773	-4.315104946798208	0.649645022591766	173
Th	2	pre	-4.67513201188068	-4.975091355187552	-4.432838785405062	-5.944676068364357	-4.262319438311518	-4.571616445268903	0.7370811968433614	174
Th	2	post	-4.559553783767077	-4.789694610907107	-4.4659059047698975	-5.913452206825723	-4.10734130411732	-4.570718969617571	0.6485168520285158	174
Th	2	pre	-4.650571404671182	-5.0356267228418465	-4.342248848506382	-5.665732743788738	-4.138945024840686	-4.724100429184583	0.7108992964637523	175
Th	2	post	-4.66495960585925	-4.842422850277959	-4.460599675470469	-5.4236747488683585	-4.17972992877571	-4.469475600184227	0.7037269290612669	175
Th	2	pre	-4.618257542045749	-5.033035599455541	-4.691719030847355	-5.766414428243832	-4.229034540604572	-4.921505928039551	0.7196360498058553	176
Th	2	post	-4.304552778905752	-4.523060331539232	-4.684218679155622	-5.962181996326057	-4.464986664908273	-4.495481890075061	0.6174709821233944	176
Th	2	pre	-4.524503513258331	-4.724029871882225	-4.4087313924516955	-5.922214585907605	-4.0399901964226546	-4.706472649866221	0.6239212593253778	177
Th	2	post	-4.46396407302545	-4.7256582123892645	-4.782272669733787	-5.9386424142487195	-4.0544703298685505	-4.367754410724251	0.6582090197777262	177
Th	2	pre	-4.479095974747016	-4.773945351036227	-4.677459673005707	-5.950624358897307	-4.060265472957066	-5.2243385120314	0.6706398336254821	178
Th	2	post	-4.413940964912881	-4.926150356020246	-4.73819807597569	-5.910053350487534	-4.104033616124367	-4.365271860239457	0.6254172227820571	178
Th	2	pre	-4.6929261684417725	-4.98492938645032	-4.641152975510578	-5.937158701371174	-4.2441381435005034	-4.674608882592649	0.7230094488786192	179
Th	2	post	-4.436603190947552	-4.68081842150007	-4.55205233243047	-5.8328627761529415	-4.095907960619245	-4.419125775901639	0.6349422737043731	179
Th	2	pre	-4.700843431511704	-5.234418557614696	-4.403728689466204	-5.50601694535236	-4.199019480724724	-4.878203479611144	0.7236258259841374	180
Th	2	post	-4.675519446937406	-4.6752795394586055	-4.5768899382377155	-5.262624322151651	-4.1612222583926455	-4.417989229669376	0.6792056481448971	180
Th	2	pre	-4.582607765587008	-4.7247792458047675	-4.395452499389648	-5.794820853642055	-4.119845458439418	-4.740612433881176	0.635808565178696	181
Th	2	post	-4.346036920742113	-4.772093227931432	-4.942571119386322	-5.958993279204076	-4.156867893374696	-4.265715170879753	0.6537245657979226	181
Th	2	pre	-4.448990043328733	-5.038214352666115	-4.977383623317796	-5.878611739800901	-4.1632485876278	-5.330687036319655	0.6938473789059386	182
