group,subject_id,ensemble,g,eta1,eta2,eta3,eta4,eta5,eta6,ks_fc,ks_fcd,ks_fc_fcd,corr_fc
ACA,1,13,0.6482524,-3.623299,-4.8200474,-4.493523,-3.931015,-5.4210424,-4.1935987,1.0,1.0,2.0,0.0
ACA,1,14,0.66534173,-4.3452525,-4.7081776,-4.1726656,-4.361591,-5.6004744,-4.4279294,1.0,1.0,2.0,0.0
ACA,1,15,0.61118877,-3.9071834,-5.7861266,-4.410748,-3.9703307,-5.1627064,-3.6038363,1.0,1.0,2.0,0.0
ACA,1,16,0.5608114,-3.7568145,-4.200667,-5.3332734,-3.6097617,-5.974351,-3.6980608,0.08487654320987656,0.6918797646574025,0.7767563078672791,0.09094877779566755
ACA,1,17,0.6886039,-3.8502452,-4.133264,-5.2939954,-3.568218,-5.1628895,-4.6247597,1.0,1.0,2.0,0.0
ACA,1,18,0.8322105,-4.4804196,-4.3790774,-4.907562,-3.9115748,-3.829632,-4.848317,0.08521947873799729,0.4241661134131544,0.5093855921511516,0.08456460604443754
ACA,1,19,0.70574296,-3.7959852,-4.757273,-4.413222,-4.8418264,-3.5184147,-4.3251886,1.0,1.0,2.0,0.0
ACA,1,20,0.3993896,-3.6697092,-5.7165055,-4.1690826,-4.3408313,-5.508783,-3.737505,0.06875857338820301,0.6570362400128202,0.7257948134010233,0.1336444533086845
ACA,1,21,0.81030834,-3.7272813,-5.031048,-4.1086373,-4.679843,-4.9708986,-4.728103,1.0,1.0,2.0,0.0
ACA,1,22,0.6349615,-3.5008366,-4.365674,-5.5491495,-3.6482408,-3.719919,-5.449138,1.0,1.0,2.0,0.0
ACA,1,23,0.52523285,-3.6286297,-5.479468,-3.898381,-3.7026253,-4.5031233,-4.088613,0.08659122085048013,0.7095075662187221,0.7960987870692022,0.07998238869958542
ACA,1,24,0.7296648,-4.3964815,-4.53749,-4.2897162,-3.9717615,-4.7002864,-3.543825,1.0,1.0,2.0,0.0
ACA,1,25,0.5124688,-3.5032465,-5.538789,-4.6195006,-3.8189886,-5.7105107,-3.8203042,1.0,1.0,2.0,0.0
ACA,1,26,0.9488872,-3.6348345,-3.9750602,-4.732213,-3.8606834,-5.1058836,-5.462176,0.11334019204389575,0.7517685034683272,0.865108695512223,0.06149049995247306
ACA,1,27,0.89318013,-5.6779413,-5.893002,-3.8625984,-4.066253,-5.7994,-4.2678356,0.13906035665294925,0.7590943430782263,0.8981546997311756,0.07890433802145624
ACA,1,28,0.57511646,-3.6912105,-5.907145,-4.5002255,-3.8731365,-4.8255043,-3.809508,1.0,1.0,2.0,0.0
ACA,1,29,0.35983658,-3.9489207,-5.003989,-4.0200195,-3.7443948,-5.254344,-3.9984782,0.12414266117969819,0.7340491289118838,0.858191790091582,0.047473079022161024
ACA,1,30,0.49642295,-3.5832305,-4.996615,-3.909156,-3.7203581,-4.6880527,-3.5529857,0.08641975308641975,0.7177491357798584,0.8041688888662781,0.08670532904127028
ACA,1,31,0.5766027,-3.8515165,-4.941879,-4.139956,-3.9415188,-4.5743384,-3.7072408,0.07887517146776407,0.6930244270964493,0.7718995985642134,0.0730103586564707
ACA,1,32,0.43959478,-3.6694574,-4.7329264,-3.879197,-3.6584046,-4.613486,-4.3448853,0.06532921810699588,0.6691696618667156,0.7344988799737114,0.06292029768690707
ACA,1,33,0.6431311,-3.7424085,-4.854361,-4.5298595,-3.8729632,-5.3984766,-3.8879998,1.0,1.0,2.0,0.0
ACA,1,34,0.43873316,-3.870043,-5.539961,-4.1946325,-3.5372574,-4.1014147,-4.0366826,1.0,1.0,2.0,0.0
ACA,1,35,0.82754743,-4.630937,-4.369819,-4.5839834,-4.188934,-4.3751,-4.9090133,1.0,1.0,2.0,0.0
ACA,1,36,0.8230237,-4.111325,-4.302544,-5.104976,-3.53309,-3.794683,-5.2674274,1.0,1.0,2.0,0.0
ACA,1,37,0.5491455,-3.5447576,-4.565109,-4.49152,-4.2070885,-5.8535423,-3.550783,1.0,1.0,2.0,0.0
ACA,1,38,0.62341404,-3.7786295,-4.6446714,-4.7177625,-3.8595958,-4.1713257,-4.2126203,1.0,1.0,2.0,0.0
ACA,1,39,0.5695921,-3.8522835,-5.684235,-4.220901,-3.9555256,-5.6792564,-4.4567385,0.09859396433470508,0.6601955083445892,0.7587894726792943,0.03715395026014244
ACA,1,40,0.6295947,-3.5962613,-5.8948426,-4.3753324,-4.5876284,-5.7642817,-4.186895,1.0,1.0,2.0,0.0
ACA,1,41,0.7348195,-3.6875908,-4.775202,-4.6189785,-4.461866,-5.30775,-3.9200065,0.08127572016460907,0.5968269957189625,0.6781027158835715,0.039986664359600875
ACA,1,42,0.4348303,-4.5086727,-4.614443,-3.892212,-3.6077118,-5.212126,-4.194718,0.08521947873799726,0.6932533595842586,0.7784728383222559,0.04610404834954108
ACA,1,43,0.8067718,-5.949474,-5.9499264,-4.8133307,-4.4956036,-4.454504,-5.838853,1.0,1.0,2.0,0.0
ACA,1,44,0.46921572,-3.65938,-4.400813,-4.938798,-4.0551867,-5.8936076,-4.7793384,1.0,1.0,2.0,0.0
ACA,1,45,0.6016517,-4.04016,-5.291401,-3.7808528,-3.5395648,-4.503075,-4.0330443,1.0,1.0,2.0,0.0
ACA,1,46,0.76073766,-3.5472164,-4.151491,-4.468565,-4.34883,-3.850239,-3.879505,0.09842249657064475,0.7197637416725807,0.8181862382432254,0.03622509142851791
ACA,1,47,0.48713934,-3.525724,-5.0461516,-3.6347218,-3.615847,-5.4770575,-4.4072776,0.08796296296296297,0.7153224514090795,0.8032854143720425,0.04934396843902074
ACA,1,48,0.638913,-3.87192,-5.2965074,-3.8127248,-3.901995,-4.9209833,-3.6032398,1.0,1.0,2.0,0.0
ACA,1,49,0.48645025,-3.964858,-4.317265,-5.447762,-4.1727176,-5.9609957,-4.0439024,0.07596021947873796,0.7536915363659258,0.8296517558446638,0.0194505246936204
ACA,1,50,0.69378394,-4.6108637,-4.4914227,-4.2895327,-4.3042765,-5.46788,-3.9807794,1.0,1.0,2.0,0.0
ACA,1,51,0.33273575,-3.929177,-5.215081,-4.3380313,-3.8219185,-5.5742645,-3.8366013,0.07716049382716039,0.4597422220187267,0.5369027158458871,0.10331325692796153
ACA,1,52,0.63947725,-4.8530917,-4.7781277,-3.9109178,-4.0886865,-4.944663,-4.1337266,0.06635802469135804,0.7009454911746525,0.7673035158660106,0.07943200985833773
ACA,1,53,0.6272743,-3.959263,-4.4481096,-4.729347,-3.9433775,-4.7033873,-4.397547,0.1131687242798354,0.7485176621414344,0.8616863864212698,0.04258476545460816
ACA,1,54,0.57220656,-4.6645365,-3.5307105,-4.497237,-4.0091505,-5.020726,-3.79981,1.0,1.0,2.0,0.0
ACA,1,55,0.41252044,-3.536747,-5.2792015,-4.513822,-3.5711944,-5.7579365,-4.1931257,0.07853223593964337,0.6998466152331678,0.7783788511728111,0.03341371488638335
ACA,1,56,0.23155619,-4.9527435,-5.057219,-3.8483226,-3.8961296,-5.6353636,-3.9912658,1.0,1.0,2.0,0.0
ACA,1,57,0.55989987,-3.532492,-5.7922664,-4.492779,-4.1395392,-4.9219365,-3.8859673,1.0,1.0,2.0,0.0
ACA,1,58,0.76642865,-4.6417227,-5.1526594,-3.9593468,-3.7633047,-5.3447638,-4.1592455,1.0,1.0,2.0,0.0
ACA,1,59,0.7498036,-3.797947,-4.6858306,-4.7902412,-4.1497774,-3.5530026,-3.8942776,1.0,1.0,2.0,0.0
ACA,1,60,0.53046644,-3.5809631,-5.40271,-4.147763,-3.5258837,-5.5831194,-4.6368814,1.0,1.0,2.0,0.0
ACA,1,61,0.5302,-4.613785,-4.3508725,-4.9426637,-3.5087466,-3.9914017,-4.41136,0.07133058984910845,0.7010828506673382,0.7724134405164467,0.09140946323278436
ACA,1,62,0.79365903,-3.9442668,-4.655012,-4.734679,-4.238996,-5.4067106,-4.478812,0.10579561042524008,0.7505322680341567,0.8563278784593968,0.03188816985797403
ACA,1,63,0.37912023,-3.5704424,-4.865764,-3.8553898,-3.8563006,-5.80769,-3.7262082,1.0,1.0,2.0,0.0
ACA,1,64,0.546138,-4.864149,-4.482972,-5.007311,-3.7359955,-4.7898884,-3.7627797,1.0,1.0,2.0,0.0
ACA,1,65,0.4152197,-3.8545935,-4.374886,-4.8483367,-4.1620765,-5.94573,-4.060404,0.0886488340192044,0.7209999771067512,0.8096488111259557,0.05129132105771261
ACA,1,66,0.620599,-4.946744,-4.2153993,-5.1060724,-4.0398984,-5.698736,-4.6575117,1.0,1.0,2.0,0.0
ACA,1,67,0.7102756,-4.112373,-5.3866277,-3.6409628,-3.5175679,-5.8653903,-3.9733949,1.0,1.0,2.0,0.0
ACA,1,68,0.6725068,-3.5078895,-4.5288563,-4.760864,-3.9954703,-5.53819,-4.0494404,1.0,1.0,2.0,0.0
ACA,1,69,0.7919018,-4.0246773,-4.9654236,-4.482882,-4.545547,-4.3436985,-4.31,0.10768175582990397,0.7401845195851744,0.8478662754150783,0.03525361387203113
ACA,1,70,0.823574,-4.242769,-5.0486126,-4.3208933,-4.0005603,-5.777071,-5.386116,1.0,1.0,2.0,0.0
ACA,1,71,0.7101721,-3.5228362,-5.0801454,-4.344933,-4.3257937,-4.6475854,-3.6981096,1.0,1.0,2.0,0.0
ACA,1,72,0.8474021,-4.031691,-4.5227585,-4.382096,-4.4783382,-5.559371,-5.1799254,0.11162551440329216,0.5153270300588357,0.6269525444621279,0.05976939149018403
ACA,1,73,0.7773028,-4.0095882,-3.6719897,-4.833714,-3.5139596,-3.5618978,-4.701232,0.08487654320987656,0.7296994116435064,0.814575954853383,0.05815191344653382
ACA,1,74,0.82441044,-5.758845,-5.336937,-4.075837,-3.8006437,-4.982922,-3.5557125,1.0,1.0,2.0,0.0
ACA,1,75,0.79187137,-3.906274,-4.541535,-4.5976977,-4.4590983,-4.3167033,-4.827106,0.11145404663923184,0.7241592454385202,0.835613292077752,0.07444599746947594
ACA,1,76,0.37902898,-5.349419,-5.7437234,-3.9413908,-4.3464327,-5.8804755,-4.043599,1.0,1.0,2.0,0.0
ACA,1,77,0.4955523,-3.722443,-5.9222164,-4.4202957,-4.280948,-5.4043117,-3.963912,1.0,1.0,2.0,0.0
ACA,1,78,0.5581621,-3.5555618,-5.1853437,-3.8561845,-4.0088787,-5.9290924,-3.619605,1.0,1.0,2.0,0.0
ACA,1,79,0.6175894,-3.5808916,-5.0764523,-3.8632846,-3.7092128,-5.524068,-4.598633,1.0,1.0,2.0,0.0
ACA,1,80,0.65786356,-3.5312285,-4.694556,-4.3453727,-4.3670783,-5.3923206,-4.299471,1.0,1.0,2.0,0.0
ACA,1,81,0.47495618,-3.5478647,-5.040774,-3.779293,-3.6534884,-5.0090423,-4.093116,0.12139917695473251,0.745907831780408,0.8673070087351404,0.06093686334803531
ACA,1,82,0.5881585,-5.50494,-5.5934124,-4.2855043,-3.5728743,-5.212033,-5.060459,1.0,1.0,2.0,0.0
ACA,1,83,0.66235113,-4.823553,-4.8263454,-4.206826,-3.8555217,-5.6802077,-4.9534626,0.06412894375857336,0.6748471875643872,0.7389761313229606,0.0883614090327194
ACA,1,84,0.66851467,-4.054157,-5.0807166,-4.189355,-4.1510315,-3.8446212,-4.85898,1.0,1.0,2.0,0.0
ACA,1,85,0.8092791,-3.6700506,-3.6343966,-4.2307324,-4.333351,-4.1283875,-4.758722,0.11248285322359397,0.7248460429019482,0.8373288961255422,0.04525496184286942
ACA,1,86,0.74774724,-4.405036,-4.535503,-4.223852,-4.32892,-5.6974893,-4.143427,0.0835048010973937,0.6890410018085666,0.7725458029059603,0.03760052410739321
ACA,1,87,0.7242915,-4.189104,-4.931679,-4.206223,-4.1685624,-5.6761456,-3.90974,1.0,1.0,2.0,0.0
ACA,1,88,0.4492965,-3.726498,-5.5025263,-4.4445925,-3.9914734,-5.6337056,-3.5632443,1.0,1.0,2.0,0.0
ACA,1,89,0.46040478,-5.400619,-4.984969,-3.7699037,-3.6132467,-4.936954,-4.862546,0.0747599451303155,0.4610700304480209,0.5358299755783364,0.014143444467676543
ACA,1,90,0.87143105,-4.805992,-5.2694073,-4.0851035,-3.785245,-5.934263,-5.1204543,0.08110425240054872,0.692749708111078,0.7738539605116268,0.09567519261712928
ACA,1,91,0.78010553,-3.953867,-5.971225,-4.1576753,-4.7020907,-5.8831773,-3.9719164,0.05298353909465023,0.7289210411849546,0.7819045802796049,0.06525782162152435
ACA,1,92,0.78498673,-3.9293675,-4.6821127,-4.797721,-3.7750967,-5.322432,-5.057364,1.0,1.0,2.0,0.0
ACA,1,93,0.4783818,-3.536664,-5.843356,-4.5591445,-4.032483,-5.5246687,-3.859859,0.06978737997256515,0.5612051006158284,0.6309924805883935,0.07742757088384214
ACA,1,94,0.8624228,-4.1641216,-5.230412,-4.25012,-4.0260034,-5.2531447,-3.926469,0.06550068587105626,0.7179780682676679,0.7834787541387241,0.027039537223590388
ACA,1,95,0.8679978,-4.0470443,-4.674484,-4.8196073,-4.0464473,-3.7374825,-4.994051,0.09070644718792867,0.7189853712140291,0.8096918184019577,0.09588904130545291
ACA,1,96,0.92955697,-3.9143302,-5.0690107,-3.9746804,-4.9354024,-5.4791107,-4.603762,1.0,1.0,2.0,0.0
ACA,1,97,0.7131351,-3.8824797,-4.6812563,-4.5992355,-3.8188431,-4.375441,-4.3607006,0.0720164609053498,0.549804262722923,0.6218207236282729,0.058298303404534194
ACA,1,98,0.45783094,-3.689582,-5.189873,-3.753116,-3.6490576,-4.9956894,-3.878608,1.0,1.0,2.0,0.0
ACA,1,99,0.59890234,-3.9365702,-5.844342,-4.3239403,-4.098391,-5.409806,-4.311478,1.0,1.0,2.0,0.0
ACA,2,0,0.68900657,-3.624368,-5.0437818,-5.139384,-4.5284553,-5.507982,-4.615653,1.0,1.0,2.0,0.0
ACA,2,1,0.80993646,-4.642824,-5.293956,-4.655254,-4.7292423,-4.6868954,-5.514363,1.0,1.0,2.0,0.0
ACA,2,2,0.6836801,-4.3368006,-4.500103,-5.0219374,-3.7279334,-5.972812,-4.865973,0.11213991769547327,0.6173393466266799,0.7294792643221532,0.06146790622262347
ACA,2,3,0.7979329,-4.241009,-4.5232735,-5.1373806,-4.299152,-3.9245787,-3.6183383,1.0,1.0,2.0,0.0
ACA,2,4,0.67990804,-4.2659283,-4.2761707,-5.303303,-4.374559,-5.307367,-4.457024,0.16649519890260628,0.7830406813030838,0.9495358802056901,0.11982592040361938
ACA,2,5,0.68156433,-3.7567112,-5.251802,-5.260702,-4.340944,-5.666461,-4.139897,1.0,1.0,2.0,0.0
ACA,2,6,0.6219592,-3.733892,-5.960712,-4.8174567,-4.4089937,-5.3524685,-3.8068025,1.0,1.0,2.0,0.0
ACA,2,7,0.84521586,-4.4522758,-4.9096785,-5.5422683,-5.5650587,-3.7535667,-5.2409906,1.0,1.0,2.0,0.0
ACA,2,8,0.7823799,-3.6435223,-4.53813,-5.573897,-4.600262,-5.7439156,-4.2561707,1.0,1.0,2.0,0.0
ACA,2,9,0.8587171,-4.330739,-4.6177,-5.440833,-4.444336,-4.644741,-5.507912,0.16546639231824423,0.7219157070579886,0.8873820993762328,0.02331511805526721
ACA,2,10,0.7413632,-3.865056,-4.9143405,-4.985216,-4.9359803,-4.721981,-4.4244995,1.0,1.0,2.0,0.0
ACA,2,11,0.8088641,-4.0577645,-4.632722,-5.816463,-4.7636056,-4.322739,-4.442387,0.11574074074074076,0.3759987179780682,0.491739458718809,0.07009157705636171
ACA,2,12,0.9032892,-4.55099,-4.3424625,-5.8635817,-4.7019196,-5.2726197,-4.69744,0.12825788751714673,0.15141594743710082,0.2796738349542476,0.08091980046671789
ACA,2,13,0.6068312,-4.0469823,-5.902704,-4.2411356,-4.5612073,-5.4889493,-5.808264,1.0,1.0,2.0,0.0
ACA,2,14,0.8889747,-4.674271,-4.43668,-5.4974165,-4.2022786,-5.452232,-3.985963,0.08453360768175588,0.15636088917378266,0.24089449685553854,0.0463700108956006
ACA,2,15,0.55980235,-4.1339054,-5.703883,-4.331007,-4.647696,-5.893924,-3.547858,1.0,1.0,2.0,0.0
ACA,2,16,0.82860845,-4.018519,-5.066178,-5.2586684,-4.654145,-5.8362174,-4.7415357,1.0,1.0,2.0,0.0
ACA,2,17,0.47940272,-4.3932223,-5.054768,-4.187677,-3.935904,-5.5690765,-4.303923,1.0,1.0,2.0,0.0
ACA,2,18,0.84139454,-3.9441974,-4.0876365,-5.775954,-3.949223,-5.2225304,-5.810314,0.2076474622770919,0.747647718687759,0.9552951809648509,0.073264473513012
ACA,2,19,0.75426507,-3.8552134,-4.9776745,-4.834137,-5.106955,-5.7124705,-4.8001437,0.0665294924554184,0.25008584968292846,0.31661534213834686,0.04980412923343351
ACA,2,20,0.5585675,-4.1484504,-5.4030023,-4.829282,-4.050435,-4.9434853,-3.5650988,0.12019890260631,0.6840960600718847,0.8042949626781948,0.058513622855105404
ACA,2,21,0.653366,-4.388375,-5.211603,-4.6267986,-4.504889,-3.7763617,-4.138107,1.0,1.0,2.0,0.0
ACA,2,22,0.5407701,-4.3427877,-4.9115086,-4.887465,-4.1043105,-4.585545,-4.528371,1.0,1.0,2.0,0.0
ACA,2,23,0.6185944,-3.8055782,-5.1320567,-5.0941186,-4.1489906,-5.08715,-4.0253024,0.907235939643347,0.23085552070694354,1.1380914603502905,-0.041776430873308644
ACA,2,24,0.55534965,-3.8822277,-5.230992,-4.549489,-4.760006,-5.852847,-4.1492543,1.0,1.0,2.0,0.0
ACA,2,25,0.5151532,-4.2799144,-5.004919,-3.957479,-3.641822,-5.9262385,-5.325841,1.0,1.0,2.0,0.0
ACA,2,26,0.84843445,-4.1450872,-5.323963,-4.927837,-5.209338,-5.825015,-4.636926,0.14111796982167352,0.7115679586090062,0.8526859284306798,0.049103241001105614
ACA,2,27,0.7782462,-4.4106884,-5.211639,-4.9050355,-5.267817,-4.576507,-5.691849,1.0,1.0,2.0,0.0
ACA,2,28,0.68466806,-3.9576635,-5.2396584,-4.880841,-4.812501,-5.2843337,-3.5144258,1.0,1.0,2.0,0.0
ACA,2,29,0.72864294,-4.8101683,-4.8076925,-4.65916,-3.929537,-4.6045794,-5.3041835,0.159122085048011,0.52988713628351,0.6890092213315211,0.11083051283623081
ACA,2,30,0.76196986,-4.0360417,-5.5003386,-4.556575,-5.297613,-5.6621842,-4.4437885,1.0,1.0,2.0,0.0
ACA,2,31,0.53308886,-4.2171297,-5.9084287,-4.385542,-4.38051,-5.08307,-3.8397796,1.0,1.0,2.0,0.0
ACA,2,32,0.8473112,-3.926263,-4.793167,-5.5266404,-4.619623,-5.070361,-4.754436,1.0,1.0,2.0,0.0
ACA,2,33,0.8418791,-4.88103,-5.4439425,-3.6230247,-5.3021994,-4.826406,-4.7939787,1.0,1.0,2.0,0.0
ACA,2,34,0.77620095,-4.007124,-5.2984295,-5.6000686,-4.873083,-4.0024533,-5.5591383,0.19410150891632372,0.12362354341704634,0.31772505233337006,0.04855430613644121
ACA,2,35,0.6558709,-4.5188084,-4.8339963,-4.3207817,-4.383028,-4.9399905,-4.4736814,1.0,1.0,2.0,0.0
ACA,2,36,0.80946326,-3.858377,-4.5468316,-4.1433535,-4.8259754,-5.4848466,-5.3641863,1.0,1.0,2.0,0.0
ACA,2,37,0.7328697,-3.8422732,-4.937233,-5.7467756,-4.520141,-4.1828914,-4.043389,1.0,1.0,2.0,0.0
ACA,2,38,0.76598257,-4.2816787,-4.723286,-5.2949524,-4.193558,-4.626339,-4.834806,0.11659807956104254,0.7071724548430668,0.8237705344041093,0.10127388789199106
ACA,2,39,0.8567452,-4.046688,-5.0580907,-5.8054633,-4.0921283,-4.571778,-4.9933014,1.0,1.0,2.0,0.0
ACA,2,40,0.73916847,-4.4658203,-4.8069935,-5.539451,-4.689769,-3.7154624,-3.9656277,1.0,1.0,2.0,0.0
ACA,2,41,0.5432317,-4.048287,-5.441057,-4.8263183,-4.0789084,-4.9984345,-3.7269485,1.0,1.0,2.0,0.0
ACA,2,42,0.7123832,-3.9820423,-5.170872,-5.1444044,-5.147243,-4.166736,-4.3735595,0.09705075445816189,0.4282868981937227,0.5253376526518846,0.031116416991515638
ACA,2,43,0.8939801,-4.3837132,-4.3738527,-5.4444904,-4.667668,-4.15304,-4.1944094,1.0,1.0,2.0,0.0
ACA,2,44,0.91083425,-4.349641,-4.8104935,-5.4503646,-5.1392083,-5.0726733,-3.5473723,1.0,1.0,2.0,0.0
ACA,2,45,0.7858188,-3.7775605,-5.405955,-4.7186155,-5.167849,-5.503077,-4.8961587,1.0,1.0,2.0,0.0
ACA,2,46,0.6832725,-4.2036624,-5.780102,-4.5643067,-4.6073966,-5.868002,-4.554911,1.0,1.0,2.0,0.0
ACA,2,47,0.666563,-4.0606337,-5.363837,-4.61983,-4.198722,-4.9069624,-4.9154854,0.16563786008230452,0.32274902131361466,0.4883868813959192,0.045112543078742094
ACA,2,48,0.6699044,-4.0892944,-5.5168605,-4.3064165,-3.9757845,-5.7209945,-4.943016,0.0799039780521262,0.14560106224674346,0.22550504029886967,0.07958977354080657
ACA,2,49,0.7616706,-3.682056,-4.706555,-5.499441,-4.485195,-4.6492662,-4.1167493,1.0,1.0,2.0,0.0
ACA,2,50,0.4534439,-3.7881029,-5.2426414,-4.6903834,-4.7050967,-5.941198,-3.626998,0.1155692729766804,0.524301183580962,0.6398704565576424,0.09306078949738412
ACA,2,51,0.41730142,-3.920564,-5.4537125,-4.404218,-4.3097715,-5.962187,-3.8167336,0.2103909465020576,0.7678395641125432,0.9782305106146008,0.08350265969664006
ACA,2,52,0.7742967,-4.0786223,-4.373063,-4.568324,-4.98392,-5.048113,-4.128048,1.0,1.0,2.0,0.0
ACA,2,53,0.7359443,-4.30535,-5.2204227,-4.8177304,-4.1033735,-4.6881013,-5.021245,0.1385459533607682,0.6659188205398228,0.804464773900591,0.028203243871974003
ACA,2,54,0.72733706,-4.0774837,-4.917937,-4.6637073,-4.6772428,-5.1975265,-4.957815,0.16186556927297668,0.6846912845401891,0.8465568538131658,0.11042428022294896
ACA,2,55,0.80751413,-4.2595534,-4.8492475,-5.3536944,-5.024651,-3.7657266,-3.726706,0.06292866941015096,0.17137886037407568,0.23430752978422664,0.1179041824583797
ACA,2,56,0.7560742,-4.010774,-4.4233675,-4.842244,-5.0007334,-5.20918,-4.344161,0.5706447187928669,0.5295666308005769,1.1002113495934438,-0.05351849224081265
ACA,2,57,0.51611996,-4.0031233,-4.5122437,-4.8127527,-4.461336,-5.6878266,-4.8004565,0.08041838134430726,0.6080904741191823,0.6885088554634895,0.017265917838731222
ACA,2,58,0.7533712,-4.6521654,-5.701847,-3.9597995,-4.7914753,-3.6888068,-4.8634186,1.0,1.0,2.0,0.0
ACA,2,59,0.79372776,-3.5466661,-5.37285,-5.815589,-4.413727,-5.0195966,-3.8819284,0.12791495198902614,0.48039193241912964,0.6083068844081558,0.08649550622255328
ACA,2,60,0.7548012,-3.907392,-5.0277452,-5.689186,-4.673112,-4.497914,-4.8981853,1.0,1.0,2.0,0.0
ACA,2,61,0.45013773,-4.187436,-4.731418,-3.5170557,-3.671248,-5.8984427,-4.1473355,0.1594650205761317,0.7581786131269889,0.9176436337031206,0.12725515970250753
ACA,2,62,0.7752588,-4.55468,-5.2338347,-5.6104,-5.013111,-5.1069427,-4.3174567,1.0,1.0,2.0,0.0
ACA,2,63,0.74619657,-4.180998,-5.458576,-4.409182,-4.6885033,-5.536044,-4.915876,0.46176268861454045,0.28877544012270784,0.7505381287372483,0.04863649184446683
ACA,2,64,0.8207183,-4.3243136,-4.6535378,-4.8805046,-4.931727,-5.545951,-4.449659,0.07013031550068588,0.6785558938668986,0.7486862093675846,0.07831517649990034
ACA,2,65,0.6841886,-4.2337456,-4.592894,-5.0262623,-4.6218944,-4.1976194,-4.3791275,0.18981481481481477,0.713033126530986,0.9028479413458008,0.10521289425506763
ACA,2,66,0.9839312,-3.5574877,-5.1388073,-5.600555,-4.0158854,-5.7899704,-5.5491905,1.0,1.0,2.0,0.0
ACA,2,67,0.8993222,-3.6700764,-4.799865,-5.2674007,-4.84635,-5.848941,-5.089866,0.16735253772290815,0.6751219065497586,0.8424744442726667,0.04217422306163293
ACA,2,68,0.85333467,-4.10296,-4.68673,-4.962981,-5.3826995,-4.596164,-4.7438207,1.0,1.0,2.0,0.0
ACA,2,69,0.735372,-3.7686555,-4.9363174,-5.678538,-4.8478403,-5.659387,-4.6807084,0.046124828532235956,0.5465076348984684,0.5926324634307044,0.13091411551009782
ACA,2,70,0.8608005,-4.331826,-5.065107,-4.6788344,-5.2825446,-5.749578,-4.7238474,1.0,1.0,2.0,0.0
ACA,2,71,0.50140667,-4.0631037,-4.953057,-4.1104074,-3.974641,-5.513934,-4.315546,0.1772976680384088,0.7401845195851743,0.917482187623583,0.11890202340618655
ACA,2,72,0.5965006,-4.08895,-5.430899,-4.229316,-4.7280927,-5.764713,-4.7611895,0.15037722908093282,0.6988393122868066,0.8492165413677395,0.07132798646634424
ACA,2,73,0.4152383,-3.9271448,-4.628305,-4.303983,-3.6917415,-4.932256,-4.2436996,0.1280864197530864,0.5832741924406493,0.7113606121937357,0.055971863826641766
ACA,2,74,0.82165515,-3.8414817,-5.422731,-5.319643,-4.269036,-5.367165,-5.31686,0.20387517146776407,0.6988850987843686,0.9027602702521327,0.0840821503049543
ACA,2,75,0.6956542,-4.036647,-5.2878714,-4.761107,-4.735086,-4.3613963,-4.305753,0.052297668038408796,0.41702341979350294,0.46932108783191173,0.08622389552661197
ACA,2,76,0.62429506,-3.667191,-5.4425845,-4.500211,-4.9699907,-5.5547385,-4.121338,1.0,1.0,2.0,0.0
ACA,2,77,0.567589,-4.422103,-4.4728436,-5.6312265,-4.7117987,-3.6701443,-4.6161056,0.13803155006858714,0.18607632609143565,0.3241078761600228,0.004705355719130952
ACA,2,78,0.6761953,-4.0323324,-5.9612164,-5.1441994,-3.7807255,-4.9976153,-5.9163218,1.0,1.0,2.0,0.0
ACA,2,79,0.8708161,-3.9999638,-5.053301,-5.4751153,-4.533256,-5.4966793,-4.723216,0.965877914951989,0.7991117419472997,1.7649896568992887,0.010583252678480823
ACA,2,80,0.87672246,-3.6682203,-5.125406,-5.391404,-4.892763,-5.668964,-4.83314,0.13528806584362144,0.6477873675053227,0.7830754333489441,0.11996774886725983
ACA,2,81,0.77164626,-3.8656125,-4.7211585,-5.5729594,-4.7922206,-5.876286,-4.557838,1.0,1.0,2.0,0.0
ACA,2,82,0.68993276,-4.3921385,-5.1737776,-5.174926,-3.9086218,-5.0780563,-4.3183546,1.0,1.0,2.0,0.0
ACA,2,83,0.74458826,-4.352785,-5.3407526,-5.215695,-4.9626765,-4.119543,-3.5559134,0.12019890260631005,0.6792426913303267,0.7994415939366367,0.06638213280703947
ACA,2,84,0.74770194,-3.581332,-5.2477655,-4.8585453,-4.491522,-5.5522814,-5.1177883,1.0,1.0,2.0,0.0
ACA,2,85,0.5524977,-4.0164857,-5.2956533,-4.634957,-4.6304502,-5.5630727,-3.7921135,0.1349451303155007,0.44444953183306235,0.579394662148563,0.07337472587499086
ACA,2,86,0.7863269,-3.8935244,-5.5696006,-4.540655,-5.362372,-5.6553545,-4.4020433,0.23302469135802473,0.7694420915272087,1.0024667828852334,0.039625172070312416
ACA,2,87,0.5025216,-4.113007,-4.217462,-4.3000145,-4.6258025,-5.8722625,-4.2684746,0.07767489711934158,0.4322245369840434,0.509899434103385,0.09378803958262051
ACA,2,88,0.6735429,-3.654244,-4.500396,-4.925176,-4.67207,-4.3921595,-4.0934615,1.0,1.0,2.0,0.0
ACA,2,89,0.6506924,-4.7357216,-4.680596,-4.704298,-3.9141512,-4.3710027,-4.7299066,0.17026748971193417,0.5674320642842425,0.7376995539961767,0.12246241135101231
