group,subject_id,ensemble,g,eta1,eta2,eta3,eta4,eta5,eta6
ACA,6,56,0.85666066,-4.17654,-5.2543,-5.339271,-4.997567,-4.897853,-4.7125373
ACA,6,57,0.8381939,-3.657834,-4.5998154,-5.3678427,-4.6792593,-5.186928,-5.2884827
ACA,6,58,0.7786841,-4.350276,-5.928769,-4.212161,-4.0172153,-5.854968,-3.7294042
ACA,6,59,0.39942434,-3.9914403,-4.6700563,-4.8190517,-4.0648108,-5.8496013,-3.7316623
ACA,6,60,0.68067,-3.8361406,-4.156757,-4.842033,-4.4225874,-5.1300735,-3.8557973
ACA,6,61,0.8293062,-4.5905914,-4.521795,-5.5772624,-3.9153223,-5.6816497,-5.7213535
ACA,6,62,0.8348811,-3.589302,-5.32925,-5.2601366,-4.572813,-5.6427183,-5.5398307
ACA,6,63,0.8674855,-4.457563,-4.9436107,-5.3463955,-4.5327935,-3.7648962,-4.73518
ACA,6,64,0.7150068,-4.298915,-4.903456,-5.0769463,-5.167143,-4.4273047,-4.2386007
ACA,6,65,0.7138202,-4.426808,-5.693967,-4.1247644,-4.060689,-4.8564982,-4.4901524
ACA,6,66,0.6572181,-3.6805558,-5.4433513,-5.317124,-3.8443573,-3.6785228,-4.3578467
ACA,6,67,0.4911215,-4.394149,-4.9980617,-4.062097,-3.8365152,-4.2773724,-4.4033375
ACA,6,68,0.82035977,-4.071407,-5.3515496,-4.7168527,-5.7055764,-4.293888,-5.1756396
ACA,6,69,0.64853,-4.4090652,-5.7446136,-4.239893,-4.3642607,-5.809688,-3.8270557
ACA,6,70,0.33940867,-3.8855326,-4.433857,-4.438212,-4.053315,-5.796452,-4.393357
ACA,6,71,0.74851364,-4.3104916,-5.778418,-4.581462,-4.5919766,-3.9846394,-4.3102975
ACA,6,72,0.6676466,-4.1520057,-4.4566355,-5.021856,-4.562959,-4.5554533,-4.3318214
ACA,6,73,0.69115657,-4.214242,-5.488631,-4.675666,-3.7305293,-5.3941073,-5.108758
ACA,6,74,0.8156899,-4.6096435,-5.8914113,-4.5846434,-3.8813152,-5.9727583,-5.347714
ACA,6,75,0.6186444,-4.2504897,-4.6639576,-4.4880447,-4.9224086,-5.844463,-3.947111
ACA,6,76,0.68608534,-4.592707,-4.102046,-4.1911435,-4.013492,-3.969405,-4.992307
ACA,6,77,0.76919943,-4.0480165,-5.304232,-5.6513724,-4.372014,-4.7171006,-5.2800336
ACA,6,78,0.90850407,-4.626222,-5.0316687,-4.6459727,-4.2279615,-5.139767,-5.237998
ACA,6,79,0.64293456,-3.8260307,-5.482273,-4.982702,-3.8180292,-4.1123924,-4.57422
ACA,6,80,0.89971066,-4.0877666,-4.670418,-5.3286257,-5.0774956,-5.459305,-5.292018
ACA,6,81,0.7194773,-3.8043976,-4.8197384,-4.699292,-5.1009884,-4.2941995,-4.8867745
ACA,6,82,0.75228477,-4.167785,-5.3427916,-5.212372,-4.286588,-5.4942102,-3.5960073
ACA,6,83,0.6608198,-4.255363,-4.670797,-4.7741327,-4.564294,-5.9160013,-4.2197413
ACA,6,84,0.8149177,-3.6496193,-5.104605,-4.853798,-5.2791615,-5.6166515,-5.303442
ACA,6,85,0.6516793,-4.3135343,-5.4874644,-4.220559,-4.013882,-5.2625318,-5.1388893
ACA,6,86,0.5535777,-3.738572,-5.464716,-4.584388,-4.4039316,-5.4875407,-5.773608
ACA,6,87,0.8470489,-4.371257,-5.137046,-4.5304074,-5.037225,-5.286131,-4.999871
ACA,6,88,0.8313322,-5.071138,-5.0399284,-3.7564297,-4.3140244,-4.454552,-3.8075032
ACA,6,89,0.649471,-4.6212277,-4.8604865,-4.7473073,-3.9596543,-4.899895,-3.6028504
ACA,6,90,0.71074855,-4.3235846,-5.3752036,-4.5992317,-4.3432117,-5.992627,-5.232632
ACA,6,91,0.49740738,-4.201192,-4.8906136,-4.3008223,-4.984769,-4.558772,-4.2442636
ACA,6,92,0.53537124,-4.1343355,-5.2338433,-4.1298766,-4.884332,-5.874995,-3.506456
ACA,6,93,0.563378,-3.998509,-5.2672877,-4.4265623,-4.020391,-3.5241516,-4.901953
ACA,6,94,0.7164677,-3.734321,-4.7283864,-4.7457895,-5.209427,-4.320974,-5.4331474
ACA,6,95,0.53302234,-4.0273204,-4.8939495,-4.9071946,-4.0892196,-5.550359,-4.278885
ACA,6,96,0.77124065,-4.529582,-5.314245,-5.470339,-4.873318,-3.965116,-5.2589517
ACA,6,97,0.64088553,-4.065246,-5.2145214,-4.7191033,-4.6697717,-5.5959926,-5.12603
ACA,6,98,0.7649804,-4.568663,-4.710465,-4.923725,-4.2104616,-4.241723,-4.8043957
ACA,6,99,0.6096239,-4.097354,-5.108967,-4.819078,-4.1865373,-5.1637454,-4.8782
CTRL,0,0,0.33316368,-4.1603484,-4.522635,-4.3605065,-3.9609375,-5.722287,-4.524449
CTRL,0,1,0.93523216,-4.5011826,-3.741453,-4.869211,-4.2157426,-5.3804803,-5.5971856
CTRL,0,2,0.6576221,-3.7058415,-5.197167,-5.0479035,-4.3020597,-4.7191753,-4.7516108
CTRL,0,3,0.47052827,-4.048523,-5.0538616,-4.0214953,-4.147302,-5.936394,-4.089039
CTRL,0,4,0.44205666,-3.9886928,-4.3548775,-4.3700995,-4.503529,-5.880351,-3.8367445
CTRL,0,5,0.7798175,-4.2561707,-4.4629154,-5.142119,-4.8422585,-4.692391,-4.8977847
CTRL,0,6,0.72872835,-4.6463575,-5.6305337,-4.318487,-3.7422495,-5.289887,-5.665119
CTRL,0,7,0.77873164,-3.877397,-4.8472056,-5.598129,-4.5111203,-4.7469945,-4.203753
CTRL,0,8,0.72715086,-3.724826,-4.7968984,-5.225332,-4.9175673,-5.957233,-4.089813
CTRL,0,9,0.606865,-4.233345,-5.3723965,-4.061472,-5.225907,-4.4034877,-5.6533275
CTRL,0,10,0.72971624,-4.020723,-5.078662,-5.006697,-4.4911556,-5.63038,-4.859127
CTRL,0,11,0.6148298,-5.144791,-5.664466,-4.309089,-3.5009172,-4.327833,-4.190059
CTRL,0,12,0.5811003,-4.111803,-5.018013,-4.5748467,-4.834259,-5.7340865,-4.024942
CTRL,0,13,0.82660323,-4.283426,-4.5004187,-4.5489936,-5.2335963,-4.33747,-4.745361
CTRL,0,14,0.66466916,-4.4523144,-5.076668,-4.3905425,-4.5331206,-5.4168777,-4.3183107
CTRL,0,15,0.90773815,-4.102672,-4.900162,-5.6092377,-5.0653296,-4.9497075,-4.84337
CTRL,0,16,0.767741,-4.118837,-5.3845973,-4.4391823,-4.6730347,-5.327941,-5.3361692
CTRL,0,17,0.7313127,-3.6448298,-4.54998,-5.2899594,-4.261405,-5.672105,-4.0699897
CTRL,0,18,0.5668896,-4.0081043,-5.182155,-4.4349165,-4.3047934,-5.6888285,-3.7962804
CTRL,0,19,0.8134193,-3.7323534,-4.8782635,-4.468948,-5.40263,-5.3716054,-4.631908
CTRL,0,20,0.80582505,-4.089256,-5.417245,-4.245299,-5.454946,-5.6485696,-5.6669703
CTRL,0,21,0.8955652,-4.219822,-5.99035,-4.3844886,-5.2231503,-4.9584475,-5.3022842
CTRL,0,22,0.7867846,-4.541747,-4.863201,-5.8590565,-5.141158,-3.8959548,-5.2696843
CTRL,0,23,0.69146866,-3.9463384,-4.7733364,-4.744215,-4.694951,-5.3095737,-4.5429745
CTRL,0,24,0.608704,-4.358976,-5.305162,-3.8327425,-5.56521,-3.999363,-4.8057375
CTRL,0,25,0.7482807,-3.7150974,-4.8878136,-5.276744,-4.9000034,-5.9089875,-4.609939
CTRL,0,26,0.7263312,-4.2801046,-4.8225417,-4.707526,-4.7463,-5.317755,-5.0300517
CTRL,0,27,0.6219504,-3.7903085,-5.183698,-4.9648156,-3.9689224,-5.9890137,-4.4302344
CTRL,0,28,0.79838276,-4.5522027,-4.423565,-5.9871836,-4.5303364,-4.783164,-5.094609
CTRL,0,29,0.5173288,-4.3367457,-4.682158,-4.6589823,-3.8271816,-4.979282,-3.8771472
CTRL,0,30,0.80250007,-3.8303597,-4.6708813,-5.718168,-4.471986,-3.5737286,-4.433394
CTRL,0,31,0.49641666,-3.9720852,-5.1630926,-4.258481,-4.079736,-5.8517337,-4.575563
CTRL,0,32,0.5943307,-4.057052,-5.200499,-4.504099,-4.1654296,-5.1062493,-4.410711
CTRL,0,33,0.6483048,-4.028752,-4.760565,-5.250575,-4.220556,-5.9754467,-3.9800763
CTRL,0,34,0.7625567,-4.482678,-5.0276384,-5.30099,-4.2941847,-4.6936,-4.6419888
CTRL,0,35,0.7970532,-4.2741804,-4.6488976,-5.641927,-3.8860161,-3.9012277,-4.703014
CTRL,0,36,0.808666,-4.1378965,-5.155694,-5.6558223,-4.8293815,-4.8644495,-5.0433207
CTRL,0,37,0.8340562,-3.5588017,-5.1392374,-5.6450944,-4.6613865,-5.159715,-5.146202
CTRL,0,38,0.6306879,-4.4397106,-5.8013973,-4.7509637,-3.6776116,-5.0314503,-3.6722274
CTRL,0,39,0.6735355,-4.2885804,-3.9074988,-5.519456,-4.004228,-4.6740346,-4.0153975
CTRL,0,40,0.7366303,-4.275831,-5.1407714,-5.4882627,-5.0784287,-4.070905,-4.1062737
CTRL,0,41,0.7152681,-4.3100038,-5.9980927,-4.8609643,-3.551622,-5.971111,-3.9104033
CTRL,0,42,0.7655734,-3.9859278,-5.084511,-4.7406693,-5.0602536,-5.1684194,-4.473114
CTRL,0,43,0.51127917,-4.020576,-4.824931,-4.60423,-3.9557471,-5.6198506,-4.24834
CTRL,0,44,0.4728473,-4.0297823,-5.724908,-4.2433705,-4.585585,-5.320455,-3.899798
CTRL,0,45,0.99429333,-4.3775525,-4.5414133,-4.9745946,-4.755471,-4.3827157,-5.73053
CTRL,0,46,0.6815022,-4.0386634,-4.4226866,-5.1260395,-4.120688,-5.3744016,-4.5533147
CTRL,0,47,0.8360563,-4.0581756,-4.938835,-5.0609856,-5.026603,-4.18526,-5.4613943
CTRL,0,48,0.84821475,-4.606545,-4.855826,-4.771736,-5.4933677,-5.6792397,-5.324161
CTRL,0,49,0.8223625,-3.7086828,-4.3080072,-5.852247,-3.9310079,-4.604689,-5.100583
CTRL,0,50,0.88248193,-4.2932734,-4.9012027,-4.8896194,-5.234636,-3.7391963,-4.5045366
CTRL,0,51,0.7549113,-4.5578537,-4.548186,-4.496964,-4.8717766,-3.8835957,-4.4428277
CTRL,0,52,0.64021325,-3.9427757,-4.8297653,-4.790442,-4.6917562,-5.0100355,-4.4861755
CTRL,0,53,0.77295184,-3.835405,-5.043688,-5.9632897,-4.4084015,-4.5879307,-4.765474
CTRL,0,54,0.50672805,-4.151959,-5.368361,-4.1206603,-4.4110456,-5.8242874,-3.7736344
CTRL,0,55,0.7521751,-4.097582,-5.014783,-5.228632,-4.81522,-5.5180044,-4.670165
CTRL,0,56,0.77086776,-4.010067,-5.060119,-5.5208564,-4.060143,-5.553191,-5.0365815
CTRL,0,57,0.7593396,-4.5110416,-5.6422296,-4.6445527,-4.72353,-4.4217606,-5.312565
CTRL,0,58,0.63580793,-4.0751767,-5.1352625,-4.4004674,-4.857198,-4.411157,-4.5158477
CTRL,0,59,0.86502635,-4.22816,-4.825692,-5.9532404,-4.632463,-4.315396,-4.017749
CTRL,0,60,0.82998747,-4.405496,-5.095367,-5.6025753,-4.4908996,-4.3466053,-5.9038496
CTRL,0,61,0.91628635,-4.7642097,-4.620116,-5.2743793,-4.2607427,-5.927468,-5.814863
CTRL,0,62,0.590959,-4.3855896,-4.394363,-4.471862,-5.0082393,-3.6640756,-4.434315
CTRL,0,63,0.613859,-4.175882,-5.5734253,-5.1434813,-4.325996,-3.5457006,-3.8261049
CTRL,0,64,0.61266917,-3.8868177,-5.156286,-4.626973,-3.6908526,-5.443945,-4.367438
CTRL,0,65,0.7711413,-4.1875196,-5.0602374,-5.627619,-4.819912,-4.222975,-4.6984463
CTRL,0,66,0.8434151,-4.2561827,-5.2072005,-5.744156,-4.2765374,-4.927877,-3.899224
CTRL,0,67,0.74856645,-4.430668,-4.986215,-5.140614,-4.685079,-5.2665634,-4.500518
CTRL,0,68,0.9824957,-3.9489813,-5.1007214,-4.538338,-5.9694324,-5.407213,-5.1352077
CTRL,0,69,0.71186066,-4.1871195,-3.6251907,-4.9436626,-4.231951,-5.466213,-4.822034
CTRL,0,70,0.83999497,-4.560575,-5.247203,-4.5287843,-4.7636595,-5.392822,-4.2865477
CTRL,0,71,0.86579007,-4.321945,-5.2691917,-5.6125956,-5.326196,-4.656301,-4.4112916
CTRL,0,72,0.88005155,-3.8096871,-5.3190517,-5.1371584,-4.9925694,-5.110557,-5.4165125
CTRL,0,73,0.79719514,-4.1087623,-4.9671936,-4.9315424,-4.849536,-5.747688,-5.331222
CTRL,0,74,0.65468764,-4.0890536,-5.0299673,-5.2697754,-4.9160457,-4.042203,-4.394476
CTRL,0,75,0.7994708,-4.8450036,-4.766254,-5.9898725,-4.7942977,-4.266164,-4.936915
CTRL,0,76,0.92571735,-3.5573773,-5.129119,-5.055155,-5.625492,-4.885549,-5.7686377
CTRL,0,77,0.89543694,-3.927032,-4.812347,-5.46122,-4.962501,-5.5903387,-5.107379
CTRL,0,78,0.83708775,-4.0538,-4.9973526,-5.534178,-4.724858,-5.545194,-3.903598
CTRL,0,79,0.6950448,-3.9732544,-5.3362107,-4.900816,-4.2356725,-5.718562,-5.653547
CTRL,0,80,0.57054955,-3.846221,-5.099637,-5.05957,-4.288067,-5.7032967,-4.078136
CTRL,0,81,0.62333536,-4.155402,-5.281571,-4.208675,-4.556822,-5.6972356,-4.5796537
CTRL,0,82,0.7680026,-3.9621868,-5.2937536,-5.7281594,-4.137392,-5.4344096,-4.4006095
CTRL,0,83,0.76793724,-3.9566944,-4.757329,-5.1893373,-4.24544,-4.3219385,-4.938229
CTRL,0,84,0.7238391,-3.8467276,-5.0057244,-5.150656,-4.731918,-4.5279684,-4.536293
CTRL,0,85,0.74627054,-4.009234,-4.8341746,-5.5383387,-3.8920257,-4.997437,-3.7335677
CTRL,0,86,0.8649875,-3.8225095,-5.1062007,-5.293245,-5.029607,-3.789078,-5.5937195
CTRL,0,87,0.7424152,-4.0772557,-5.150649,-4.393414,-5.6913524,-4.738863,-4.3972826
CTRL,0,88,0.55338246,-4.2255554,-5.3017387,-4.269152,-4.3472943,-5.712225,-4.06474
CTRL,0,89,0.7937664,-4.3154936,-4.7505674,-5.2595696,-4.207242,-4.2851834,-4.6635704
CTRL,0,90,0.6442293,-3.8390281,-5.382281,-4.7953167,-4.5402737,-5.0908465,-4.162758
CTRL,0,91,0.4468959,-4.0424533,-4.8618245,-4.42471,-4.089106,-5.8584266,-3.7552845
CTRL,0,92,0.748329,-4.128106,-5.1540694,-5.19693,-4.33101,-4.456101,-5.543981
CTRL,0,93,0.4657916,-3.7498183,-4.7098446,-4.504895,-3.573398,-5.820821,-4.9834423
CTRL,0,94,0.8183644,-4.2220654,-5.9063997,-4.4034724,-3.5293467,-5.2043824,-5.5381174
CTRL,0,95,0.7063707,-4.037107,-5.120458,-4.4856534,-5.0257673,-5.664055,-4.944939
CTRL,0,96,0.80642605,-4.28166,-5.186922,-5.538963,-4.426131,-5.5492463,-4.0515375
CTRL,0,97,0.95836914,-4.623417,-4.537199,-5.171925,-4.7863107,-5.0648723,-4.8651195
CTRL,0,98,0.7723658,-3.9513674,-5.045127,-5.8925667,-4.1039815,-5.360072,-4.237973
CTRL,0,99,0.8580204,-3.5856268,-5.06789,-5.49519,-4.3979244,-5.319616,-5.3381357
CTRL,1,0,0.42282546,-3.6251628,-4.924716,-4.1060176,-4.5454516,-5.671533,-4.217096
CTRL,1,1,0.7044888,-3.9280558,-5.402785,-4.604018,-4.46661,-5.046437,-5.616738
CTRL,1,2,0.7253318,-3.888706,-5.4252167,-4.5348935,-4.8501925,-5.1190033,-4.507631
CTRL,1,3,0.8170733,-5.18342,-5.1806216,-4.345211,-3.8718657,-5.290931,-5.383055
CTRL,1,4,0.38270983,-3.8485703,-4.470429,-4.6306467,-3.724227,-5.837429,-5.270365
CTRL,1,5,0.76168317,-4.395916,-5.0443277,-4.939541,-4.4841733,-4.176264,-5.1153636
CTRL,1,6,0.8400169,-5.0151467,-4.908036,-3.740423,-4.5886164,-5.911446,-4.6876607
CTRL,1,7,0.76468384,-3.7671945,-5.02843,-5.4249735,-4.5587344,-5.984505,-5.228022
CTRL,1,8,0.7150138,-3.7820861,-4.970577,-5.4456143,-4.2616863,-5.887207,-4.0347505
CTRL,1,9,0.45955926,-4.312112,-4.3822055,-4.7616544,-3.5539258,-5.4133453,-3.8097289
CTRL,1,10,0.816137,-3.7757971,-4.342535,-5.8220057,-4.154337,-5.3135962,-4.1931753
CTRL,1,11,0.4811646,-3.9364746,-4.6820807,-4.677233,-3.8100471,-5.481061,-4.310251
CTRL,1,12,0.78666514,-4.509364,-4.4416265,-4.835817,-3.689032,-5.2981634,-5.403504
CTRL,1,13,0.68473333,-3.5670896,-4.4382906,-5.227539,-4.33358,-3.6404917,-4.224776
CTRL,1,14,0.49674776,-3.8768265,-5.107699,-4.0360403,-4.0987067,-5.847822,-4.7140765
CTRL,1,15,0.74764395,-4.2462153,-5.8305807,-4.0741267,-4.0066648,-5.50234,-5.292486
CTRL,1,16,0.6023947,-3.8595803,-5.641357,-4.634169,-4.280728,-5.6049614,-4.4946613
CTRL,1,17,0.6836804,-3.9619002,-5.3616834,-4.431329,-4.615441,-4.7436976,-4.824598
CTRL,1,18,0.8112835,-4.1570787,-4.8471155,-5.2535553,-5.041043,-5.5773745,-4.65118
CTRL,1,19,0.48359787,-3.7259753,-4.983623,-4.2562227,-3.9838884,-5.2929826,-4.017275
CTRL,1,20,0.31074086,-3.7828372,-5.592841,-4.138888,-4.1244183,-5.527466,-3.6330113
CTRL,1,21,0.6482598,-4.287335,-5.407418,-4.411598,-4.199142,-5.4786415,-3.721197
CTRL,1,22,0.7943231,-3.5061285,-4.8218546,-5.4115033,-4.3839455,-4.71842,-5.5328336
CTRL,1,23,0.8518602,-4.349598,-5.1281357,-4.854059,-4.4013166,-5.3103466,-5.656308
CTRL,1,24,0.543419,-4.176724,-5.004624,-4.139549,-3.7187672,-4.1909633,-4.3537207
CTRL,1,25,0.40139896,-3.6683547,-5.5001354,-4.320075,-4.2309694,-5.891425,-4.0970554
CTRL,1,26,0.35873696,-3.7023842,-5.750063,-4.3851686,-3.9323087,-5.1252656,-4.654496
CTRL,1,27,0.7820335,-4.270209,-4.7150884,-4.8518324,-4.0484576,-4.0350165,-4.964587
CTRL,1,28,0.4895022,-4.1764,-5.0088553,-3.9476626,-3.5060663,-5.766259,-4.0146685
CTRL,1,29,0.6621129,-4.416703,-4.538476,-4.9362407,-4.4413905,-4.6370983,-3.510285
CTRL,1,30,0.6939445,-3.871597,-4.7983027,-5.718443,-4.1297503,-5.858185,-5.426008
CTRL,1,31,0.3818648,-3.509706,-4.5131483,-4.453398,-3.878244,-5.947725,-4.093947
CTRL,1,32,0.4350613,-4.3404236,-4.5577226,-4.7239385,-3.5539734,-4.3262286,-5.172342
CTRL,1,33,0.676019,-3.9364476,-4.531064,-5.3681664,-4.2735023,-5.9399385,-4.886472
CTRL,1,34,0.8659597,-4.187196,-4.7525325,-4.8204064,-3.8793454,-5.0023556,-4.9033537
CTRL,1,35,0.50185925,-3.6151254,-4.4698014,-5.0714836,-4.587684,-5.9079814,-3.6940281
CTRL,1,36,0.389795,-4.145074,-5.7980266,-4.240607,-4.1192384,-4.8580356,-3.7824543
CTRL,1,37,0.813674,-3.6310296,-4.7883444,-5.5315247,-4.403628,-4.9511876,-5.2105994
CTRL,1,38,0.7064451,-3.9396365,-4.7143707,-5.289769,-4.103793,-5.746312,-4.1397676
CTRL,1,39,0.47398266,-3.598774,-4.9125323,-4.5745916,-3.5675323,-5.050926,-4.4172964
CTRL,1,40,0.40362448,-3.9139416,-5.0966034,-4.2364,-4.1531205,-5.962789,-4.2853904
CTRL,1,41,0.77914274,-3.980315,-3.6541371,-4.8487587,-4.9757843,-5.217769,-4.973019
CTRL,1,42,0.35825086,-3.8765097,-4.368511,-4.468006,-3.6111414,-5.9893,-5.1429677
CTRL,1,43,0.8154429,-4.217985,-4.513324,-4.9318347,-4.402568,-5.4100666,-4.767506
CTRL,1,44,0.88829345,-4.3275394,-5.276389,-4.6996503,-5.0811057,-4.722953,-5.185673
CTRL,1,45,0.5959864,-3.5273674,-5.523607,-4.8527126,-4.0153,-4.9211454,-4.4766974
CTRL,1,46,0.706265,-3.968451,-4.464466,-5.668113,-4.6942296,-4.29176,-4.5893035
CTRL,1,47,0.9378269,-4.225412,-5.069521,-4.524647,-5.5082583,-5.276382,-4.9177923
CTRL,1,48,0.90513074,-4.407622,-4.7575245,-4.8983474,-4.571512,-5.7459793,-5.4368515
CTRL,1,49,0.44667354,-3.530092,-4.845957,-4.4118595,-3.6530344,-5.6495275,-5.5987535
CTRL,1,50,0.67350143,-4.352487,-5.0958443,-5.4527273,-4.089616,-5.673961,-5.4244184
CTRL,1,51,0.6817152,-4.4962783,-5.0477605,-5.271904,-3.6443133,-5.1592255,-4.6846094
CTRL,1,52,0.572791,-4.0193887,-4.8422675,-4.7577095,-3.9668345,-5.7379575,-4.148278
CTRL,1,53,0.5118274,-4.119492,-5.0754175,-4.155905,-3.5800977,-4.628709,-4.86844
CTRL,1,54,0.67228025,-4.0785894,-5.089523,-5.2051435,-4.382469,-4.9745936,-3.718992
CTRL,1,55,0.8146542,-3.7900736,-5.622707,-4.0028434,-4.7308426,-5.492963,-5.7524924
CTRL,1,56,0.9074714,-5.135728,-5.976131,-3.9604187,-3.9172783,-5.035213,-4.387767
CTRL,1,57,0.46499437,-3.7598636,-4.9834204,-4.7314496,-3.9108913,-4.525658,-3.715254
CTRL,1,58,0.7929622,-4.1030807,-5.0656023,-5.154949,-4.786412,-5.0235147,-4.510452
CTRL,1,59,0.66199195,-3.6658726,-4.618767,-4.9276156,-4.8501377,-5.951804,-4.885811
CTRL,1,60,0.77192515,-4.172122,-4.9391227,-4.6613216,-5.335413,-4.876492,-4.5537257
CTRL,1,61,0.7899325,-3.9688945,-5.0822415,-5.4223332,-4.4866195,-5.3481827,-4.1771245
CTRL,1,62,0.770363,-4.286623,-4.971309,-5.3960195,-4.540111,-4.938248,-4.941773
CTRL,1,63,0.8302117,-4.024346,-4.4737873,-5.557866,-4.26433,-4.4104486,-5.108628
CTRL,1,64,0.75051737,-4.231718,-5.112432,-4.4854,-4.1862173,-5.6753173,-4.069068
CTRL,1,65,0.8672089,-4.1731224,-4.5921288,-5.2443995,-4.684123,-5.735864,-5.522636
CTRL,1,66,0.7248573,-4.400008,-4.7351546,-5.1726604,-4.24391,-3.9581158,-4.350342
CTRL,1,67,0.7273074,-3.9872546,-5.1116214,-5.661754,-4.4534483,-5.7023144,-4.7773075
CTRL,1,68,0.78580016,-4.0120497,-4.5940704,-4.9000325,-4.7791605,-4.2526193,-5.208274
CTRL,1,69,0.43559426,-3.978164,-4.7426577,-4.203348,-3.7194011,-5.9816856,-3.752549
CTRL,1,70,0.42260778,-4.248273,-3.951921,-4.939671,-4.3670406,-5.679605,-4.476713
CTRL,1,71,0.6208875,-4.2263846,-4.897775,-4.8768272,-3.6936288,-5.288555,-4.652842
CTRL,1,72,0.82937676,-3.7989068,-5.0492563,-5.1463184,-4.1144395,-5.30056,-5.153947
CTRL,1,73,0.866249,-4.2615848,-5.1788163,-4.8942685,-4.6497927,-5.140308,-5.429611
CTRL,1,74,0.7094228,-4.6301875,-4.3997264,-5.741331,-4.1969156,-4.8622193,-5.721412
CTRL,1,75,0.87389445,-3.9895105,-4.9836655,-4.763671,-5.2283635,-5.788738,-5.2354574
CTRL,1,76,0.77373064,-3.8739383,-4.8579183,-4.7908745,-4.9868746,-4.3261633,-4.1629443
CTRL,1,77,0.52796894,-4.4198155,-4.974813,-3.8070354,-4.1499305,-5.497641,-4.7639008
CTRL,1,78,0.50938517,-3.9315662,-4.3229837,-4.604149,-4.5467033,-5.904958,-4.6362853
CTRL,1,79,0.7537269,-4.1157107,-4.9591165,-4.950353,-4.0317693,-4.213973,-5.065665
CTRL,1,80,0.7423918,-3.8371594,-4.491258,-5.120643,-4.5654645,-4.680491,-5.476341
CTRL,1,81,0.7488979,-4.103182,-4.361002,-4.950108,-4.723847,-4.4143963,-4.7472444
CTRL,1,82,0.66859514,-3.8715203,-4.11171,-5.3862433,-4.0088925,-4.460197,-4.56037
CTRL,1,83,0.74929667,-4.2047863,-5.018431,-4.9406967,-4.790696,-5.1119094,-4.2616897
CTRL,1,84,0.6474649,-4.1539187,-5.565584,-3.9451396,-4.0712805,-5.6425304,-5.292281
CTRL,1,85,0.65059763,-3.7670867,-4.356769,-5.6052103,-4.4328766,-4.5617943,-4.111825
CTRL,1,86,0.41463447,-4.0459814,-4.863493,-3.9937983,-3.6984777,-5.6205187,-4.4126773
CTRL,1,87,0.5036276,-4.0128345,-5.124326,-4.2004685,-3.753888,-5.593528,-4.769571
CTRL,1,88,0.94852954,-4.5536747,-4.737173,-4.917276,-3.6475737,-5.4384613,-5.431984
CTRL,1,89,0.68284947,-3.6822686,-5.8683105,-4.5876575,-4.570583,-5.458484,-5.702447
CTRL,1,90,0.92024535,-4.3764915,-5.16736,-5.4151964,-5.0306478,-4.4766197,-4.754576
CTRL,1,91,0.7409969,-4.4485116,-4.319042,-5.108208,-3.7548978,-5.531498,-4.1399355
CTRL,1,92,0.691713,-3.905232,-4.8077292,-4.866408,-4.9537673,-4.3516455,-4.3751235
CTRL,1,93,0.89401495,-3.5313387,-4.828923,-4.52581,-5.9581375,-4.954954,-4.6891656
CTRL,1,94,0.6931731,-4.2306395,-5.2194595,-5.5298624,-4.0336766,-5.4195533,-4.252255
CTRL,1,95,0.46774188,-3.7984273,-5.000079,-4.061509,-3.7603488,-5.884315,-4.9078536
CTRL,1,96,0.41703603,-3.5153143,-4.798803,-4.6281204,-4.3603816,-5.8906207,-3.604526
CTRL,1,97,0.46849215,-3.6363862,-4.991013,-4.0503254,-4.6824093,-5.982026,-4.445666
CTRL,1,98,0.5831001,-4.115297,-5.593228,-4.488469,-3.580629,-5.9118695,-4.385416
CTRL,1,99,0.89485717,-4.2093706,-4.8015413,-5.0426774,-5.045658,-3.673793,-5.2373266
CTRL,2,0,0.33051005,-5.769344,-5.375122,-4.0777016,-4.2369084,-5.466891,-3.8052063
CTRL,2,1,0.87852883,-4.1963825,-4.973248,-3.8563793,-4.7296104,-4.5701814,-3.636126
CTRL,2,2,0.68155557,-3.5857122,-4.516307,-4.196405,-4.092508,-5.6880336,-4.1511602
CTRL,2,3,0.9636965,-4.183818,-3.6705115,-3.9386122,-3.9514544,-4.157536,-4.26875
CTRL,2,4,0.7016378,-3.5604897,-4.371367,-4.3213353,-3.719654,-5.411001,-4.774617
CTRL,2,5,0.9087542,-4.41624,-4.476348,-4.3941646,-3.6826406,-3.6789544,-4.8759165
CTRL,2,6,0.619126,-3.5136728,-4.613384,-4.475754,-3.884599,-4.812092,-3.8281496
CTRL,2,7,0.5781321,-5.033722,-4.170237,-4.810937,-4.0720215,-4.4153037,-4.83008
CTRL,2,8,0.48310035,-4.6118736,-4.469834,-4.36818,-3.649429,-4.7336307,-3.5508697
CTRL,2,9,0.70621985,-4.2592273,-4.208566,-4.15161,-3.7434876,-4.384565,-4.400948
CTRL,2,10,0.495462,-3.739414,-5.379147,-3.8722332,-4.088951,-5.826676,-3.8723607
CTRL,2,11,0.64157504,-3.6325939,-4.548152,-4.5295653,-3.8137958,-5.230181,-5.2617297
CTRL,2,12,0.585298,-4.8474407,-4.1060934,-5.0470967,-4.073542,-5.4352207,-5.104783
CTRL,2,13,0.5699425,-3.6174264,-4.932526,-3.9312491,-4.044103,-5.9649897,-4.00429
