group,subject_id,ensemble,g,eta1,eta2,eta3,eta4,eta5,eta6
RSC,5,47,0.5445975,-4.1430974,-5.434789,-3.623613,-4.180631,-5.3432446,-4.5562797
RSC,5,48,0.5416189,-4.2423387,-4.850693,-4.847027,-3.603834,-4.6618385,-3.9861727
RSC,5,49,0.73970234,-4.03287,-5.445364,-5.3139205,-4.9061284,-3.6443884,-3.5169523
RSC,5,50,0.7474218,-4.0668745,-5.140441,-5.0116773,-4.634021,-4.6386747,-5.5503387
RSC,5,51,0.563382,-3.7758877,-5.0391803,-4.759032,-4.1809244,-4.332505,-4.7820807
RSC,5,52,0.61628836,-3.6210988,-5.5398893,-4.4181037,-4.5526414,-5.2323,-4.656881
RSC,5,53,0.53114724,-4.065567,-4.856533,-4.4452353,-4.484626,-5.5970607,-4.9622636
RSC,5,54,0.42283985,-3.9268124,-4.5840597,-4.850037,-4.022052,-5.8515396,-3.6679618
RSC,5,55,0.7911079,-4.8727446,-4.8610086,-4.9129415,-4.064767,-5.578223,-5.4046445
RSC,5,56,0.66070944,-4.206378,-5.1902685,-5.1535783,-3.544621,-5.6890855,-5.333192
RSC,5,57,0.5180844,-4.2854443,-4.9035344,-4.3490477,-3.7666855,-5.9229746,-4.880519
RSC,5,58,0.585947,-3.7106924,-5.357548,-4.686458,-3.5923147,-5.0745883,-4.9136147
RSC,5,59,0.5103717,-4.0450172,-5.109894,-4.2549925,-4.266049,-5.992907,-4.723651
RSC,5,60,0.62951684,-4.472289,-5.3014364,-4.3473125,-4.10902,-5.9791822,-5.2335916
RSC,5,61,0.7982807,-4.1232014,-5.745207,-3.7401023,-5.4588785,-5.8919735,-5.570333
RSC,5,62,0.88965803,-4.4743953,-4.9527836,-4.886735,-5.602506,-3.8532403,-3.8218932
RSC,5,63,0.8854722,-4.2942204,-4.7527604,-4.855908,-4.480988,-5.647087,-5.101192
RSC,5,64,0.5470182,-4.355548,-4.8795953,-3.7655997,-4.8295565,-5.9362235,-5.1435814
RSC,5,65,0.738169,-4.334695,-5.02092,-4.4873815,-5.192476,-5.3542867,-4.688301
RSC,5,66,0.80015564,-4.3182344,-4.839927,-5.61371,-4.5164247,-5.303415,-4.704196
RSC,5,67,0.5881004,-4.135743,-5.337489,-4.078673,-5.7437234,-4.3163857,-4.176865
RSC,5,68,0.7255329,-4.4426875,-4.7448807,-5.1094832,-4.31626,-4.235295,-4.4755044
RSC,5,69,0.61563784,-3.5595443,-5.413907,-4.7439356,-4.410124,-4.4888177,-5.2605214
RSC,5,70,0.8483153,-4.3194847,-4.6903524,-5.735533,-4.680037,-4.87317,-4.398566
RSC,5,71,0.8235781,-4.057711,-4.586588,-5.829856,-4.7936764,-4.224223,-5.0025797
RSC,5,72,0.4402445,-3.9077458,-5.731896,-4.4564962,-4.3877344,-4.814479,-3.6473682
RSC,5,73,0.8590804,-3.5082529,-5.2586784,-4.7257624,-4.6174426,-5.5193,-5.825219
RSC,5,74,0.59835565,-4.258336,-5.840629,-4.6240187,-4.1102724,-5.6574044,-4.2260046
RSC,5,75,0.8816234,-4.1908755,-5.265629,-4.6740675,-5.374445,-5.136697,-4.326785
RSC,5,76,0.49303788,-4.0414176,-5.18585,-4.0223246,-3.7210538,-5.5711093,-4.315666
RSC,5,77,0.66811496,-4.400095,-4.7837048,-4.8344226,-4.1457634,-4.5491033,-4.158276
RSC,5,78,0.5533529,-3.829791,-5.2094073,-4.424595,-3.6662772,-5.4869604,-5.557745
RSC,5,79,0.8594962,-4.6124077,-5.1639233,-4.5826373,-3.98498,-5.7840705,-5.412986
RSC,5,80,0.7435043,-3.5931375,-4.4582167,-5.721171,-4.285137,-5.9719515,-4.8614936
RSC,5,81,0.74435747,-4.123715,-5.4660854,-4.1041813,-5.394726,-5.4384747,-4.941946
RSC,5,82,0.66872054,-4.6079326,-4.8185587,-5.4725614,-3.8614883,-5.6081247,-5.1310463
RSC,5,83,0.7222569,-3.578254,-5.470308,-5.233729,-4.2831135,-5.201348,-4.9975915
RSC,5,84,0.8875316,-4.370723,-4.9346066,-4.765121,-5.151939,-4.896936,-4.3630834
RSC,5,85,0.44990653,-4.040616,-4.6834416,-4.5068235,-3.7893002,-4.894017,-4.539906
RSC,5,86,0.7248217,-3.7590244,-4.469289,-5.124397,-4.205843,-4.4864736,-5.3617363
RSC,5,87,0.7070027,-4.243901,-4.863975,-5.108946,-3.9764335,-5.2759075,-3.9226258
RSC,5,88,0.8119448,-4.1148977,-5.1552644,-5.744412,-5.222771,-4.1085005,-4.115434
RSC,5,89,0.7284751,-3.9190226,-5.2676244,-5.9754915,-4.33421,-4.4930987,-3.7649431
RSC,5,90,0.72155505,-4.2988734,-5.0305524,-5.360158,-4.27225,-4.106033,-3.814125
RSC,5,91,0.6390912,-3.970693,-5.787932,-4.6857843,-3.5135305,-4.7032,-3.6819367
RSC,5,92,0.54960567,-4.086389,-4.907366,-4.987571,-4.442727,-5.255081,-4.43942
RSC,5,93,0.68301105,-4.221234,-4.8482366,-5.452767,-4.714299,-5.1668024,-4.5362415
RSC,5,94,0.77112174,-3.8155982,-5.030084,-4.851692,-4.471476,-5.689372,-5.249734
RSC,5,95,0.58559215,-4.015823,-4.957425,-5.341119,-4.2681823,-5.862848,-3.9264019
RSC,5,96,0.78604877,-4.141971,-5.050003,-4.5617094,-5.126717,-5.8411384,-4.85997
RSC,5,97,0.40721977,-3.7961283,-4.7723155,-4.615041,-3.756139,-5.3493633,-3.815996
RSC,5,98,0.6567537,-4.431543,-5.0574994,-5.6288447,-4.344209,-5.5546107,-4.3756304
RSC,5,99,0.72879064,-4.381756,-5.4124904,-4.490314,-4.5155816,-5.956312,-5.7587023
RSC,6,0,0.58468497,-3.5689385,-4.6685505,-4.872924,-4.1071796,-5.471858,-4.4485517
RSC,6,1,0.6380224,-3.6021886,-4.163029,-5.3462334,-4.171949,-5.811935,-4.3254576
RSC,6,2,0.7640734,-4.1622305,-5.2939653,-4.02843,-4.890392,-4.7812543,-4.603459
RSC,6,3,0.29543647,-3.9021683,-5.4676056,-3.883924,-4.310179,-5.441269,-3.6021948
RSC,6,4,0.5975818,-4.1418824,-4.9393973,-5.6947684,-3.926663,-5.2678876,-4.6543922
RSC,6,5,0.39492217,-3.5066779,-5.6728845,-4.0125732,-4.584264,-5.190875,-3.7347047
RSC,6,6,0.7403871,-3.634361,-4.9692945,-4.557445,-4.8144217,-5.5438447,-4.8318696
RSC,6,7,0.50862885,-4.0324826,-4.8603873,-4.706958,-3.5558367,-4.5376263,-4.461788
RSC,6,8,0.57581663,-3.9863217,-5.4797435,-4.00982,-3.9185584,-5.2870464,-3.765534
RSC,6,9,0.43657276,-3.863916,-4.991921,-5.430642,-3.6560707,-5.9577994,-3.6982868
RSC,6,10,0.6328042,-3.6942806,-4.661005,-4.9884934,-3.934306,-5.379383,-4.059992
RSC,6,11,0.6400919,-3.561578,-4.9937625,-4.9583907,-3.6166766,-5.0003877,-4.6199656
RSC,6,12,0.39205992,-3.8802266,-4.9816403,-4.45957,-3.6461782,-5.9700427,-4.01793
RSC,6,13,0.7367034,-3.6120732,-3.888153,-4.5825357,-3.8474028,-4.934565,-4.8605113
RSC,6,14,0.70553994,-3.9157434,-4.6954675,-4.5074825,-4.511543,-5.5461884,-3.9690928
RSC,6,15,0.7066262,-4.5881515,-4.739852,-5.295374,-3.9087179,-5.484074,-5.156044
RSC,6,16,0.6357666,-4.208639,-5.16112,-4.503586,-3.9362028,-4.1235595,-4.358741
RSC,6,17,0.65716875,-4.140076,-3.727024,-5.1896677,-3.7403212,-5.730586,-4.9750752
RSC,6,18,0.7140238,-4.0231457,-5.9535236,-4.563173,-4.708553,-5.6293225,-4.0174685
RSC,6,19,0.40478775,-3.563184,-4.8625665,-4.1077895,-3.8910723,-5.655004,-4.7194734
RSC,6,20,0.75521606,-3.6202877,-4.115767,-4.9378643,-4.1949077,-5.0173626,-4.435585
RSC,6,21,0.5701587,-3.944501,-4.8669004,-4.773808,-4.6269646,-4.12833,-4.164147
RSC,6,22,0.85443616,-4.2717924,-5.6995125,-4.289102,-4.3600693,-5.698915,-4.2889595
RSC,6,23,0.72586197,-4.0483418,-4.777659,-4.7891474,-4.422329,-4.5786242,-3.7453732
RSC,6,24,0.7646288,-4.1959305,-5.692233,-3.7004998,-3.8810673,-5.6425185,-4.3804398
RSC,6,25,0.7356589,-4.0834866,-4.8288846,-5.26418,-3.9324577,-4.1118436,-4.2580185
RSC,6,26,0.5179977,-3.9220417,-5.43145,-4.6149454,-3.6336012,-5.8872576,-4.0442634
RSC,6,27,0.3081954,-4.150734,-5.317792,-3.9012036,-4.315867,-5.9638658,-5.8533807
RSC,6,28,0.69456774,-3.9391499,-4.624013,-5.2439857,-4.288757,-4.3253875,-4.7821517
RSC,6,29,0.6949822,-3.5665,-4.7076883,-5.296199,-4.287096,-5.6717176,-3.6787715
RSC,6,30,0.8087948,-4.0242276,-4.0831714,-5.4317164,-4.237875,-4.3003163,-5.2071543
RSC,6,31,0.7001496,-3.9052246,-4.4337087,-5.133282,-3.821914,-5.2540536,-4.5285244
RSC,6,32,0.61889654,-3.6573896,-4.385295,-4.888823,-4.134293,-5.5597253,-4.1485796
RSC,6,33,0.71132827,-3.6172082,-4.4051905,-4.6445093,-4.511826,-4.3653555,-4.2899723
RSC,6,34,0.91205907,-4.113872,-5.788561,-3.5677447,-4.2971044,-5.6753845,-5.288172
RSC,6,35,0.678681,-4.3072414,-4.1228848,-5.286894,-4.0030093,-4.014356,-5.1297145
RSC,6,36,0.8228724,-4.3809695,-4.6946287,-4.4291186,-4.3338346,-5.4516997,-4.4629207
RSC,6,37,0.7562658,-4.083168,-5.436083,-4.171542,-4.7063766,-5.627459,-4.004616
RSC,6,38,0.5101792,-3.5388968,-5.3018694,-4.2873673,-3.9424846,-5.105371,-3.7946305
RSC,6,39,0.60131884,-4.1442075,-3.9134898,-4.8693094,-3.700852,-4.6854343,-4.0094643
RSC,6,40,0.59065247,-3.9616344,-5.2077584,-3.880719,-3.659299,-5.719509,-4.1881185
RSC,6,41,0.2947382,-3.8908393,-4.5989256,-4.2809544,-3.8738556,-5.934507,-5.18268
RSC,6,42,0.6627928,-3.5338385,-4.410504,-5.088658,-4.1492753,-5.249103,-4.3971167
RSC,6,43,0.74062157,-3.5738935,-4.6753063,-5.9137287,-4.354031,-4.1933517,-3.7249627
RSC,6,44,0.7018623,-4.32261,-4.4620924,-5.3993783,-4.0031075,-5.0004354,-5.3185925
RSC,6,45,0.3099825,-3.7621653,-4.8828807,-4.259154,-4.458802,-5.973665,-3.5230098
RSC,6,46,0.76058704,-3.6345665,-4.8270535,-4.7456203,-4.6393595,-4.503419,-4.1134906
RSC,6,47,0.5790269,-3.7102122,-5.627884,-4.632184,-4.012585,-4.870641,-4.033632
RSC,6,48,0.62135905,-4.210957,-5.3896637,-3.5864267,-3.5182827,-4.4315004,-5.572827
RSC,6,49,0.38833413,-3.6487367,-5.232653,-4.7695017,-4.0131235,-5.908733,-4.0101857
RSC,6,50,0.4538402,-3.56792,-4.878501,-4.0490055,-3.5227258,-5.689224,-4.309573
RSC,6,51,0.7309759,-4.545528,-4.9602094,-4.669575,-3.8300028,-5.827136,-4.9357047
RSC,6,52,0.5387336,-3.7516315,-5.4117136,-3.8020873,-3.819249,-4.777151,-4.3766966
RSC,6,53,0.6677565,-3.5244024,-4.2169566,-5.408632,-3.9929924,-4.7760763,-4.157402
RSC,6,54,0.7745544,-4.298628,-5.067745,-4.414273,-4.069742,-5.628131,-4.580722
RSC,6,55,0.3632805,-3.969536,-4.700618,-4.875422,-3.6578135,-5.8414,-4.128256
RSC,6,56,0.744439,-3.9523973,-5.735224,-3.9136035,-4.702676,-5.298443,-3.9998856
RSC,6,57,0.8922228,-4.036415,-4.201036,-4.530074,-4.617387,-4.0036144,-5.5662894
RSC,6,58,0.60481715,-4.416695,-5.0647397,-4.1395626,-4.2561445,-4.797283,-4.7138844
RSC,6,59,0.59615844,-3.6089396,-4.902733,-4.939923,-4.099228,-5.402018,-4.485064
RSC,6,60,0.68627113,-3.8276386,-5.9335303,-4.6513944,-3.6878073,-3.8659425,-4.3999233
RSC,6,61,0.29717427,-4.1245484,-4.5318003,-4.364042,-3.8775682,-5.8867297,-4.652449
RSC,6,62,0.582571,-3.5670445,-5.19052,-4.2871723,-3.5443497,-5.5144033,-4.8386765
RSC,6,63,0.5749879,-3.6606462,-4.838195,-5.0796804,-4.3111563,-5.878684,-4.216099
RSC,6,64,0.41251382,-3.5153189,-4.671584,-5.0676327,-3.8153782,-4.8933644,-4.2534714
RSC,6,65,0.7080284,-3.5731003,-5.1089535,-4.853521,-4.6377964,-5.6309037,-3.9817653
RSC,6,66,0.5958595,-3.8344207,-5.265894,-4.0580363,-3.6543567,-5.829396,-4.2121973
RSC,6,67,0.56854767,-3.795843,-5.5048,-4.1001306,-3.776466,-5.0892606,-4.4211917
RSC,6,68,0.4038649,-3.9830182,-5.1663036,-4.5165834,-3.7122574,-5.774913,-3.5593915
RSC,6,69,0.73501456,-3.572899,-4.696706,-4.460704,-5.04083,-4.9522023,-4.5802994
RSC,6,70,0.51814353,-3.5344388,-5.429439,-4.63309,-4.243891,-5.7901173,-3.811155
RSC,6,71,0.6794393,-3.9011006,-5.22046,-3.948254,-4.2743745,-5.9105926,-4.533511
RSC,6,72,0.63672936,-3.8318572,-4.7130103,-4.9249907,-4.584563,-5.7463093,-4.689867
RSC,6,73,0.8537603,-4.4434175,-5.2575526,-4.8187633,-4.207579,-4.0705023,-5.3918195
RSC,6,74,0.5663317,-3.88624,-5.0011835,-4.354128,-3.7030222,-5.6993937,-5.2697306
RSC,6,75,0.52647567,-3.5490448,-4.91776,-4.931337,-3.8554413,-4.4407716,-4.6503744
RSC,6,76,0.48716554,-3.8923984,-5.1058526,-4.043103,-4.1005187,-5.9665356,-3.9226274
RSC,6,77,0.7301635,-4.247725,-3.669209,-5.2454996,-3.578717,-4.022685,-5.1533055
RSC,6,78,0.7241245,-3.54122,-4.5194664,-5.2794056,-4.2825556,-4.3577166,-4.3453865
RSC,6,79,0.7692553,-4.461862,-5.2573833,-4.4182043,-4.181817,-5.0475316,-4.682475
RSC,6,80,0.7538246,-3.6255338,-5.012733,-4.2710333,-5.022722,-5.784158,-5.028489
RSC,6,81,0.6896071,-3.9535804,-4.952225,-5.3880777,-3.7062788,-5.260267,-3.852858
RSC,6,82,0.6281858,-3.8231833,-4.856642,-4.83867,-3.7678535,-4.666346,-4.401736
RSC,6,83,0.7313068,-4.005539,-5.912852,-4.441419,-4.3695064,-5.6164136,-3.9883173
RSC,6,84,0.6833093,-3.7644577,-4.4242525,-5.243419,-4.4482455,-3.9517062,-4.2173953
RSC,6,85,0.5191375,-3.9721875,-5.8646417,-4.4919405,-3.9573245,-5.5888114,-4.0906873
RSC,6,86,0.52025336,-3.6133003,-4.8640532,-4.852773,-3.7017736,-4.3997655,-4.2118154
RSC,6,87,0.7546317,-4.576466,-5.679518,-3.6090295,-3.6125336,-5.7414017,-5.176771
RSC,6,88,0.32967478,-3.5635123,-5.0315485,-4.41536,-4.1226463,-5.1602187,-5.8834276
RSC,6,89,0.47921357,-3.8036094,-5.706013,-4.3003535,-4.4099064,-5.113746,-3.6659627
RSC,6,90,0.3203915,-3.9511719,-5.9532847,-3.8954542,-4.7200494,-5.854863,-3.6307762
RSC,6,91,0.5434368,-3.7722328,-4.953901,-5.3263717,-4.328901,-4.300402,-4.086433
RSC,6,92,0.42304832,-3.589805,-5.0175204,-4.5360045,-4.2439203,-5.963903,-4.1248198
RSC,6,93,0.5980996,-3.6514828,-5.5459533,-4.196142,-4.734593,-5.549204,-4.0753856
RSC,6,94,0.63745785,-3.843495,-5.1377687,-4.689353,-3.6354861,-4.837575,-5.239986
RSC,6,95,0.55266756,-3.9636047,-5.331006,-3.6752968,-3.7950318,-5.766881,-4.275116
RSC,6,96,0.7236122,-3.8812068,-3.9712384,-5.92521,-3.8740242,-4.937429,-5.1598663
RSC,6,97,0.72027916,-3.5420833,-4.9818254,-5.1821127,-4.219929,-5.2810903,-4.428959
RSC,6,98,0.85711366,-4.7656302,-4.421055,-5.138653,-4.5058923,-4.206228,-4.972149
RSC,6,99,0.44852677,-4.0266953,-5.171391,-4.519185,-3.8172414,-5.907579,-3.9284916
RSC,7,0,0.7076126,-4.5460997,-5.2512374,-5.512619,-4.286735,-5.769166,-4.7463446
RSC,7,1,0.82790565,-4.37718,-5.043378,-5.7646666,-4.202405,-5.6045175,-5.7723923
RSC,7,2,0.77830744,-4.591503,-5.385475,-4.2338347,-4.5123777,-5.4715457,-5.6941576
RSC,7,3,0.8209246,-4.537001,-5.9034524,-5.389665,-3.5095787,-4.546968,-3.6356387
RSC,7,4,0.59326607,-4.461129,-4.816437,-4.656682,-4.629912,-4.4398284,-4.1885996
RSC,7,5,0.60902727,-4.3168097,-5.1242523,-5.159794,-3.7462695,-5.25688,-5.1996307
RSC,7,6,0.7875356,-4.4017944,-4.3163886,-4.893739,-4.777472,-4.621441,-5.540262
RSC,7,7,0.8036785,-4.7457137,-4.5734453,-5.735285,-4.5307484,-3.8017836,-4.7516036
RSC,7,8,0.71421814,-4.160763,-5.5169353,-5.1742563,-4.20623,-5.95702,-4.9867887
RSC,7,9,0.75141126,-4.7803326,-4.494368,-5.6036124,-4.420176,-4.3186526,-4.912772
RSC,7,10,0.56631577,-4.56713,-5.1153693,-3.7430007,-3.9726632,-5.3022327,-4.768581
RSC,7,11,0.9616753,-4.516705,-5.7742944,-4.5247126,-5.277228,-5.9481254,-4.5425286
RSC,7,12,0.6835554,-4.5473576,-5.449069,-3.9841497,-3.7020571,-5.625494,-4.857344
RSC,7,13,0.5438516,-4.382209,-5.0746813,-4.514626,-4.002078,-3.7410693,-4.456455
RSC,7,14,0.60664916,-4.2551765,-5.069766,-4.699015,-3.745271,-5.3256283,-3.7772615
RSC,7,15,0.66543293,-4.7992067,-4.795614,-5.0530205,-4.0782433,-4.927863,-3.827717
RSC,7,16,0.72465193,-4.7192464,-4.315302,-4.92801,-4.3482227,-4.6519184,-4.599086
RSC,7,17,0.581965,-3.891492,-5.2499475,-5.0151525,-4.3184986,-4.006017,-3.6248982
RSC,7,18,0.71572655,-4.4722867,-4.818414,-4.378144,-5.285185,-5.1256514,-3.762775
RSC,7,19,0.6938755,-3.653948,-5.464439,-5.4708767,-3.8760586,-4.40913,-4.282695
RSC,7,20,0.71747774,-4.5495114,-5.2767916,-5.4402537,-3.9364884,-4.610386,-5.758785
RSC,7,21,0.6044384,-4.6624703,-4.8415213,-4.1276917,-4.1845956,-4.4066315,-5.462198
RSC,7,22,0.7689356,-4.3810067,-5.045812,-5.5772204,-4.002959,-5.775283,-4.402689
RSC,7,23,0.74996185,-4.176322,-5.1576333,-4.46088,-5.6135836,-4.550493,-5.438574
RSC,7,24,0.5629552,-3.968486,-5.0020123,-5.0509887,-4.1793647,-4.66129,-3.7225592
RSC,7,25,0.9157705,-4.849856,-5.7030125,-4.2541356,-4.891626,-5.766229,-5.147662
RSC,7,26,0.7925697,-4.268315,-4.7095504,-5.23715,-4.7418857,-4.8595686,-5.005534
RSC,7,27,0.63212913,-4.6547465,-4.853981,-5.0440884,-3.9087148,-5.9797125,-4.4489408
RSC,7,28,0.61981857,-4.5992565,-5.299653,-3.9314728,-5.338388,-4.5318527,-5.159678
RSC,7,29,0.8606443,-4.5895333,-5.025201,-4.770235,-5.9227867,-3.635616,-5.3030252
RSC,7,30,0.76670253,-4.7718377,-4.8118024,-4.9515386,-4.7242737,-4.270992,-3.8817816
RSC,7,31,0.8479397,-5.02288,-4.569728,-5.5176406,-4.9869795,-3.6654031,-5.3757944
RSC,7,32,0.766616,-4.488195,-5.320783,-5.4330125,-4.305333,-4.1464806,-5.791014
RSC,7,33,0.54081386,-4.41383,-5.0651903,-4.1060247,-4.921601,-4.088671,-5.353023
RSC,7,34,0.88066554,-4.0641546,-4.929645,-5.4127264,-4.6724725,-5.005295,-4.54174
RSC,7,35,0.5390828,-4.092004,-5.1723824,-4.5787234,-3.6363237,-4.2610583,-4.1073356
RSC,7,36,0.6315025,-3.966014,-5.4073706,-4.8847184,-3.999331,-4.8055406,-3.5599597
RSC,7,37,0.9477061,-4.1883483,-5.351755,-5.521832,-4.8952956,-5.372563,-5.6668177
RSC,7,38,0.6680463,-4.6466556,-4.362721,-4.7647147,-4.7485094,-4.527274,-4.335613
RSC,7,39,0.8938205,-4.000508,-5.6949887,-4.7616487,-5.1448383,-5.8545413,-5.6829925
RSC,7,40,0.8352861,-4.495141,-5.878944,-4.5875597,-5.216613,-4.847439,-3.9360063
RSC,7,41,0.8087772,-4.5527935,-5.1152062,-4.312209,-5.778092,-4.101667,-5.119721
RSC,7,42,0.826753,-3.8609772,-5.7246695,-5.3276086,-4.256527,-5.9390693,-5.806888
RSC,7,43,0.7491254,-4.7102365,-4.7484355,-5.3022504,-4.788339,-5.106079,-5.20931
RSC,7,44,0.70157886,-4.8729424,-4.8580837,-4.93678,-4.381582,-4.1429467,-4.4252944
RSC,7,45,0.7186248,-4.745955,-5.751303,-4.2029276,-4.3670397,-5.121135,-4.391033
RSC,7,46,0.8129972,-4.9310837,-4.820055,-5.367408,-5.100435,-3.8443284,-4.803175
RSC,7,47,0.83956957,-4.356573,-4.663436,-5.5666385,-4.603772,-3.9294136,-4.328372
RSC,7,48,0.83218956,-4.025602,-4.775796,-4.9995894,-4.874283,-5.858402,-5.802859
RSC,7,49,0.7958371,-4.278902,-5.7518153,-4.714086,-4.7535596,-5.5205345,-3.5820124
RSC,7,50,0.72136223,-4.2885895,-5.07719,-5.6011486,-4.9413853,-4.664362,-4.1485367
RSC,7,51,0.7976872,-4.077908,-5.9554324,-5.407128,-4.261943,-5.098894,-3.9275196
RSC,7,52,0.76636046,-4.5007257,-5.047753,-5.4506516,-4.616828,-3.912508,-5.5099974
RSC,7,53,0.8217965,-4.669578,-4.579002,-4.988029,-4.582065,-4.9846067,-4.6828003
RSC,7,54,0.74123,-4.6660757,-4.7856874,-4.075093,-5.2011547,-4.6691628,-5.7003984
RSC,7,55,0.651065,-4.7444224,-4.298271,-5.686015,-4.189215,-4.1414394,-4.273818
RSC,7,56,0.76717424,-4.1255345,-5.3029714,-5.039652,-4.887276,-5.679312,-4.1359816
RSC,7,57,0.79257333,-3.8065495,-5.331897,-5.842594,-5.4142804,-4.369559,-4.100506
RSC,7,58,0.77834785,-4.890306,-5.5775857,-4.2790556,-5.3411574,-4.4817133,-5.5005555
RSC,7,59,0.81535053,-4.176755,-4.4995413,-5.461372,-4.7512455,-5.335637,-5.032602
RSC,7,60,0.74159473,-4.2409725,-5.0414867,-4.393175,-5.587325,-4.4234853,-4.670219
RSC,7,61,0.92277074,-3.8791587,-4.918617,-5.885621,-4.2827573,-5.7506957,-5.6073365
RSC,7,62,0.75083864,-4.3550467,-4.8527884,-4.8145456,-5.4969563,-3.9453363,-3.9315631
RSC,7,63,0.5554779,-4.1318474,-4.9820395,-5.241152,-3.504576,-5.017494,-3.692946
RSC,7,64,0.7430968,-4.2957306,-5.580678,-4.161461,-4.431664,-4.8081617,-4.7520094
RSC,7,65,0.5492173,-4.2641096,-5.093413,-4.6222434,-3.5812032,-5.982215,-4.781396
RSC,7,66,0.70021313,-4.487253,-4.957886,-5.184756,-4.932042,-4.45908,-3.797461
RSC,7,67,0.70666623,-4.2861013,-5.2717633,-5.944002,-4.6747427,-3.9671316,-3.7038124
RSC,7,68,0.65959144,-4.0874696,-5.1356716,-5.2634034,-4.8858705,-4.164724,-5.576625
RSC,7,69,0.59381264,-4.36685,-5.953706,-3.9612,-4.9227567,-5.091936,-3.9855053
RSC,7,70,0.60739666,-4.0518184,-5.2282987,-5.4156327,-3.7303636,-4.8805795,-4.195906
RSC,7,71,0.91769165,-4.5780935,-5.228243,-5.099785,-4.6249213,-5.601616,-5.856392
RSC,7,72,0.7451165,-4.671866,-5.5634418,-4.777676,-4.1385865,-4.6356626,-4.9363995
RSC,7,73,0.6643923,-4.5975924,-5.0511374,-4.709633,-4.508406,-4.5902033,-3.6663961
RSC,7,74,0.70306414,-4.483039,-5.7250223,-4.129436,-5.1902113,-5.556726,-3.6229556
RSC,7,75,0.9052084,-4.757386,-4.8298106,-4.9284186,-5.659129,-5.976063,-3.7719593
RSC,7,76,0.6625299,-4.5174155,-4.792186,-4.8521094,-4.228497,-5.231829,-3.564785
RSC,7,77,0.8658984,-4.589705,-4.5217,-4.9281416,-5.437893,-4.1943026,-5.849962
RSC,7,78,0.67650664,-4.303013,-5.2357745,-5.7971187,-4.3577766,-4.8079576,-4.211203
RSC,7,79,0.486139,-4.1652007,-5.0586743,-4.36675,-3.8785741,-5.0401745,-3.6214278
RSC,7,80,0.8823568,-4.12131,-5.2216654,-5.249937,-4.63109,-5.5875244,-3.7716184
RSC,7,81,0.7469583,-4.706134,-5.5593147,-3.7137818,-4.083351,-5.370704,-4.597075
RSC,7,82,0.78123224,-4.5961547,-4.111628,-5.9622183,-4.322989,-5.0327206,-4.191745
RSC,7,83,0.7559595,-4.720079,-5.1321416,-3.8901644,-4.911568,-5.831393,-4.165724
RSC,7,84,0.75923127,-3.7639844,-5.3073683,-5.1818643,-4.640112,-5.4292355,-3.8811595
RSC,7,85,0.7290578,-4.7289615,-4.5993533,-5.0291677,-4.760302,-4.5840187,-4.2510114
RSC,7,86,0.78242016,-4.407534,-5.775905,-4.1651726,-4.932255,-5.303281,-4.7409697
RSC,7,87,0.7996064,-5.142687,-5.2520905,-4.2606235,-5.219417,-3.7163734,-5.6255546
RSC,7,88,0.78150934,-4.8572755,-5.461767,-5.5352483,-4.8693914,-4.5176916,-3.9361675
RSC,7,89,0.75291455,-4.7343144,-5.080452,-4.829892,-4.7273855,-5.6619034,-4.925376
RSC,7,90,0.9387294,-4.310967,-4.7331367,-5.9958577,-4.3732643,-4.8921866,-5.3326597
RSC,7,91,0.89262146,-4.97647,-5.061596,-5.4724927,-5.351771,-4.3054214,-5.27064
RSC,7,92,0.695382,-4.6483054,-4.4006443,-5.1013427,-4.5998178,-4.1593785,-4.964474
RSC,7,93,0.73680854,-4.5464435,-5.2425914,-4.837498,-3.8105247,-5.8279004,-5.2710524
RSC,7,94,0.9103548,-4.196906,-4.604421,-5.2461524,-5.847312,-3.9576705,-4.98317
RSC,7,95,0.82058275,-4.3815074,-5.7769737,-4.5477486,-5.210385,-5.053159,-5.5803056
RSC,7,96,0.74340147,-4.5065794,-4.7433724,-5.528762,-4.567727,-4.458786,-5.4354334
RSC,7,97,0.68890524,-4.3928156,-4.930958,-5.005976,-4.624412,-4.417282,-4.1184278
RSC,7,98,0.79632133,-4.4243736,-5.3242283,-5.813033,-4.81736,-4.5114536,-4.9234138
RSC,7,99,0.8699068,-4.849234,-4.756081,-4.913334,-4.2717276,-4.2962294,-5.493589
RSC,8,0,0.46548837,-5.848468,-4.9530897,-4.133905,-3.980674,-5.726871,-3.5661485
RSC,8,1,0.7013218,-3.8189363,-4.007355,-4.801622,-3.710098,-4.344525,-4.7817936
RSC,8,2,0.6933469,-3.835596,-5.124319,-3.9836032,-3.9944398,-5.433008,-4.5622478
RSC,8,3,0.5426346,-3.6930087,-4.1167865,-5.3274527,-3.769486,-5.4317055,-4.6740155
RSC,8,4,0.70884544,-3.979113,-5.019779,-4.221166,-4.0837765,-5.7130065,-4.1405125
RSC,8,5,0.75333047,-3.837906,-3.98398,-4.2318053,-4.1268373,-4.322139,-5.1431174
RSC,8,6,0.9906235,-4.5321236,-4.969773,-4.111057,-4.3391023,-4.688761,-4.404545
RSC,8,7,0.70911217,-5.1572495,-4.4954743,-3.9807742,-4.212741,-5.765149,-4.262079
